Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BAND MATRIX,"MSFT, Long, 2025-03-16 (Price: 388.56)",Weekly,517.4523 (F-Stack 1),2025-11-08 (Earliest),No Exit Yet,"2025-11-12 (Price: 511.14), 31.55% above","100.0%, Past 15 years, 4",7.18%/7.18%,"31.55%, 172 days",58.94%/17.96%/40.99%,547.8307 (Avg % Gain of Historic Winning trades)/553.3726 (F-Stack 2)/617.577264 (Backtested Best)/547.830744 (Backtested Avg),2027-03-01 (Farthest)/2026-06-21 (Avg),"31.55%, 172 days","Weekly, was CONFIRMED on 2025-03-16",No Cancellation Possible,"2025-11-12 (Price: 511.14), 31.55% above",172 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 24.16%",494 days/164 days/319 days,2027-03-01/2025-11-08/2026-06-21,12.39%,21.5%,-9.11%,1.12,0.9,454.8872/547.8307/501.36/462.255/517.4523/553.3726,367.75/216.39/386.873/350.287/No F-Track Level/No F-Track Level,514.05/463.93,100.0%/5/524 days (Across ALL Assets),80.68%/88/284 days (Across ALL Assets)
BAND MATRIX,"SOXX, Long, 2025-03-16 (Price: 201.12)",Weekly,301.3628 (F-Stack 2),No Date Target,No Exit Yet,"2025-11-12 (Price: 299.67), 49.0% above","100.0%, Past 15 years, 6",10.03%/10.03%,"49.0%, 172 days",184.44%/3.33%/63.94%,329.7161 (Avg % Gain of Historic Winning trades)/572.065728 (Backtested Best)/329.716128 (Backtested Avg),2028-07-27 (Farthest)/2026-01-19 (Earliest)/2027-01-08 (Avg),"49.0%, 172 days","Weekly, was CONFIRMED on 2025-03-16",No Cancellation Possible,"2025-11-12 (Price: 299.67), 49.0% above",172 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 33.46%",849 days/214 days/458 days,2028-07-27/2026-01-19/2027-01-08,18.84%,20.64%,-1.8%,0.8,0.78,199.7323/329.7161/264.72/239.6067/254.997/301.3628,198.39/95.6666/161.2/103.2303/No F-Track Level/No F-Track Level,280.44/232.32,100.0%/5/524 days (Across ALL Assets),80.68%/88/284 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,No Price Target,2025-11-02 (Avg),No Exit Yet,"2025-11-12 (Price: 3.55), 4.72% above","92.86%, Past 20 years, 14",4.4%/12.31%,"4.72%, 183 days",27.18%/3.25%/17.61%,3.7063 (Historic Rise or Fall to Pivot)/3.987 (Avg % Gain of Historic Winning trades)/4.25 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.311402 (Backtested Best)/3.986979 (Backtested Avg),2026-06-15 (Farthest),"4.72%, 183 days","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-12 (Price: 3.55), 4.72% above",183 days,No Information,No Information,No Information,No Information,No Information,24.56% above/4.72% above/4.72% above,"37.82%, 49.28%",326 days/107 days/171 days,2026-06-15/2025-08-01/2025-11-02,13.88%,0.95%,12.92%,0.67,0.0,3.7063/3.987/4.25/7.985/12.7156/14.3053,2.83/3.3133/3.1474/16.1988/No F-Track Level/No F-Track Level,2.96/3.02,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-02-28 (Price: 576.31)",Monthly,No Price Target,2025-10-19 (Avg),No Exit Yet,"2025-11-12 (Price: 561.23), 2.62% below","100.0%, Past 20 years, 13",20.13%/27.12%,"-2.62%, 183 days",39.4%/16.99%/27.33%,716.3533 (Historic Rise or Fall to Pivot)/733.8155 (Avg % Gain of Historic Winning trades)/713.46 (Exit Rule)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/803.3761399999999 (Backtested Best)/674.2250689999998 (Backtested Worst)/733.8155229999999 (Backtested Avg),2026-02-12 (Farthest),"-2.62%, 183 days","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-12 (Price: 561.23), 2.62% below",183 days,No Information,No Information,No Information,No Information,No Information,2.62% below/2.62% below/2.62% below,"-0.0%, 9.42%",241 days/129 days/161 days,2026-02-12/2025-09-02/2025-10-19,29.0%,27.39%,1.6%,2.42,1.0,716.3533/733.8155/713.46/No Horizontal Resistance/716.5814/751.3605,284.34/279.035/554.0572/515.4888/No F-Track Level/No F-Track Level,542.13/495.23,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",Weekly,165.2679 (Avg % Gain of Historic Winning trades)/165.26792600000002 (Backtested Avg),No Date Target,No Exit Yet,"2025-11-12 (Price: 163.03), 31.02% above","100.0%, Past 15 years, 6",15.72%/23.37%,"31.02%, 187 days",61.64%/4.69%/32.82%,188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/201.12865200000002 (Backtested Best),2028-12-05 (Farthest)/2025-12-08 (Earliest)/2027-03-13 (Avg),"31.02%, 187 days","Weekly, was CONFIRMED on 2025-02-23",No Cancellation Possible,"2025-11-12 (Price: 163.03), 31.02% above",187 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 42.56%",954 days/199 days/517 days,2028-12-05/2025-12-08/2027-03-13,11.98%,10.84%,1.14%,1.17,0.44,128.4242/165.2679/146.85/No Horizontal Resistance/188.6608/207.1743,106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level,152.09/135.83,100.0%/5/524 days (Across ALL Assets),80.68%/88/284 days (Across ALL Assets)
BAND MATRIX,"FPH.NZ, Long, 2025-02-05 (Price: 34.6)",Daily,38.655 (Horizontal),No Date Target,No Exit Yet,"2025-11-12 (Price: 38.29), 10.66% above","75.0%, Past 5 years, 8",6.89%/8.55%,"10.66%, 200 days",20.13%/1.62%/9.39%,40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/41.564980000000006 (Backtested Best),No Next Date Target,"10.66%, 200 days","Daily, was CONFIRMED on 2025-02-05",No Cancellation Possible,"2025-11-12 (Price: 38.29), 10.66% above",200 days,No Information,No Information,No Information,No Information,No Information,No Information,"30.43%, 37.15%",120 days/17 days/57 days,2025-07-28/2025-03-01/2025-04-28,2.44%,0.59%,1.85%,0.09,0.02,37.6102/37.8489/37.73/38.655/40.9296/48.5677,32.1/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level,37.13/36.0,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-01-31 (Price: 8.64)",Monthly,No Price Target,2025-12-02 (Avg),No Exit Yet,"2025-11-12 (Price: 8.0), 7.41% below","88.24%, Past 20 years, 17",8.13%/8.56%,"-7.41%, 203 days",26.37%/0.52%/7.94%,8.7558 (Historic Rise or Fall to Pivot)/9.326 (Avg % Gain of Historic Winning trades)/8.65 (Exit Rule)/8.9117 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.918368000000001 (Backtested Best)/8.684928000000001 (Backtested Worst)/9.326016 (Backtested Avg),2027-01-23 (Farthest)/2025-12-02 (Avg),"-7.41%, 203 days","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-12 (Price: 8.0), 7.41% below",203 days,No Information,No Information,No Information,No Information,No Information,7.41% below/7.41% below/7.41% below,"22.94%, 49.34%",499 days/109 days/211 days,2027-01-23/2025-07-07/2025-12-02,4.72%,8.05%,-3.33%,0.41,0.3,8.7558/9.326/8.65/8.9117/11.1706/12.8535,7.3/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level,8.35/7.76,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"META, Long, 2025-01-31 (Price: 689.18)",Monthly,No Price Target,2025-11-09 (Avg),No Exit Yet,"2025-11-12 (Price: 609.01), 11.63% below","87.5%, Past 20 years, 8",30.6%/35.41%,"-11.63%, 203 days",27.48%/19.66%/21.77%,795.3826 (Historic Rise or Fall to Pivot)/839.2145 (Avg % Gain of Historic Winning trades)/981.54 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/878.566664 (Backtested Best)/824.672788 (Backtested Worst)/839.214486 (Backtested Avg),2026-02-13 (Farthest),"-11.63%, 203 days","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-12 (Price: 609.01), 11.63% below",203 days,No Information,No Information,No Information,No Information,No Information,6.04% above/11.63% below/11.63% below,"18.24%, 27.64%",261 days/87 days/195 days,2026-02-13/2025-06-06/2025-11-09,16.0%,25.21%,-9.21%,0.74,0.8,795.3826/839.2145/981.54/No Horizontal Resistance/842.484/1305.5879,93.16/241.8667/556.264/3267.3398/No F-Track Level/No F-Track Level,609.95/540.65,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2024-12-31 (Price: 403.84)",Quarterly,No Price Target,2026-01-13 (Earliest),No Exit Yet,"2025-11-12 (Price: 430.6), 6.63% above","100.0%, Past 15 years, 6",25.7%/31.2%,"6.63%, 226 days",823.43%/214.72%/591.77%,887.923 (Historic Rise or Fall to Pivot)/2793.644 (Avg % Gain of Historic Winning trades)/541.282 (F-Stack 1)/564.9603 (F-Stack 2)/3729.1797119999997 (Backtested Best)/1270.9652479999997 (Backtested Worst)/2793.643968 (Backtested Avg),2028-11-16 (Farthest)/2026-01-13 (Earliest)/2027-04-09 (Avg),"6.63%, 226 days","Quarterly, is CONFIRMED on 2024-12-31",Already confirmed,"2025-11-12 (Price: 430.6), 6.63% above",226 days,No Information,No Information,No Information,No Information,No Information,6.63% above/6.63% above/6.63% above,"-0.0%, 38.2%",978 days/261 days/573 days,2028-11-16/2026-01-13/2027-04-09,74.6%,43.42%,31.19%,1.64,0.91,887.923/2793.644/434.79/408.5817/541.282/564.9603,123.18/167.4534/353.8797/223.4247/No F-Track Level/No F-Track Level,346.18/238.84,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2024-12-31 (Price: 21.16)",Quarterly,No Price Target,No Date Target,2025-09-30 (Price: 28.79),"2025-11-12 (Price: 30.26), 43.01% above","95.0%, Past 55 years, 20",6.35%/7.21%,"43.01%, 226 days",148.89%/53.31%/107.71%,43.9514 (Avg % Gain of Historic Winning trades)/32.18 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/52.665124000000006 (Backtested Best)/32.440396 (Backtested Worst)/43.951435999999994 (Backtested Avg),2037-02-26 (Farthest)/2027-11-01 (Earliest)/2031-01-17 (Avg),"36.06%, 195 days","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-12 (Price: 30.26), 43.01% above",226 days,No Information,No Information,No Information,"61.8% (Price: 15.3986), 96.51% above, Upmove Bounce Back","2019-03-31 (Price: 8.382), 2022-03-31 (Price: 26.75)",No Information,"47.27%, 64.81%",3066 days/715 days/1525 days,2037-02-26/2027-11-01/2031-01-17,5.91%,5.75%,0.16%,0.46,0.23,22.3428/43.9514/32.18/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level,28.87/25.98,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",Monthly,No Price Target,2025-10-17 (Avg),No Exit Yet,"2025-11-12 (Price: 12.22), 4.75% below","93.75%, Past 20 years, 16",10.95%/14.92%,"-4.75%, 247 days",39.09%/9.46%/23.38%,13.5575 (Historic Rise or Fall to Pivot)/15.8297 (Avg % Gain of Historic Winning trades)/15.91 (Exit Rule)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.845247 (Backtested Best)/14.043718 (Backtested Worst)/15.829654 (Backtested Avg),2026-10-21 (Farthest),"-4.75%, 247 days","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2025-11-12 (Price: 12.22), 4.75% below",247 days,No Information,No Information,No Information,No Information,No Information,2.26% above/4.75% below/4.75% below,"38.71%, 46.41%",477 days/109 days/222 days,2026-10-21/2025-05-06/2025-10-17,14.87%,16.24%,-1.37%,0.81,0.61,13.5575/15.8297/15.91/No Horizontal Resistance/19.8479/26.5969,8.14/9.246/11.0645/56.4607/No F-Track Level/No F-Track Level,12.34/11.15,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BAND MATRIX,"SJ.TO, Long, 2024-11-10 (Price: 72.37)",Weekly,84.9567 (Horizontal),No Date Target,No Exit Yet,"2025-11-12 (Price: 85.27), 17.83% above","80.0%, Past 15 years, 5",9.84%/11.43%,"17.83%, 262 days",115.1%/12.67%/52.09%,110.0675 (Avg % Gain of Historic Winning trades)/93.66 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/155.66787 (Backtested Best)/110.06753300000001 (Backtested Avg),2026-05-20 (Farthest),"17.83%, 262 days","Weekly, was CONFIRMED on 2024-11-10",No Cancellation Possible,"2025-11-12 (Price: 85.27), 17.83% above",262 days,No Information,No Information,No Information,No Information,No Information,No Information,"3.15%, 49.7%",384 days/109 days/242 days,2026-05-20/2025-04-16/2025-10-26,11.24%,17.49%,-6.25%,0.59,0.68,77.2622/110.0675/93.66/84.9567/95.0177/123.2166,62.46/38.7075/66.807/60.0601/No F-Track Level/No F-Track Level,79.9/74.86,100.0%/5/524 days (Across ALL Assets),80.68%/88/284 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2024-09-30 (Price: 170.4)",Monthly,No Price Target,No Date Target,2025-10-31 (Price: 262.61),"2025-11-12 (Price: 226.99), 33.21% above","81.25%, Past 20 years, 16",No Next Target,"33.21%, 292 days",54.11%/7.78%/20.09%,No Next Target,2026-08-23 (Farthest),"54.11%, 284 days","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-12 (Price: 226.99), 33.21% above",292 days,No Information,No Information,No Information,No Information,No Information,33.21% above/33.21% above/33.21% above,"6.17%, 28.67%",478 days/87 days/210 days,2026-08-23/2025-02-03/2025-07-31,9.74%,9.41%,0.32%,1.04,0.34,185.4293/204.6334/239.62/No Horizontal Resistance/145.7273/152.3597,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level,145.55/126.67,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2024-06-30 (Price: 246.63)",Quarterly,299.1129 (Historic Rise or Fall to Pivot)/301.3628 (F-Stack 2),2025-10-12 (Earliest)/2026-01-30 (Avg),No Exit Yet,"2025-11-12 (Price: 299.67), 21.51% above","100.0%, Past 24 years, 9",8.63%/17.65%,"21.51%, 357 days",74.51%/31.99%/42.95%,352.5576 (Avg % Gain of Historic Winning trades)/376.19 (Exit Rule)/430.39401300000003 (Backtested Best)/325.52693700000003 (Backtested Worst)/352.557585 (Backtested Avg),2027-11-08 (Farthest)/2026-01-30 (Avg),"21.51%, 357 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-12 (Price: 299.67), 21.51% above",357 days,No Information,No Information,No Information,No Information,No Information,21.51% above/21.51% above/21.51% above,"-0.0%, 41.23%",847 days/324 days/400 days,2027-11-08/2025-10-12/2026-01-30,17.9%,12.73%,5.17%,1.39,0.46,299.1129/352.5576/376.19/No Horizontal Resistance/254.997/301.3628,106.24/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,230.92/198.64,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2024-06-30 (Price: 108.51)",Quarterly,No Price Target,No Date Target,2025-09-30 (Price: 147.83),"2025-11-12 (Price: 163.03), 50.24% above","100.0%, Past 42 years, 12",37.68%/37.68%,"50.24%, 357 days",232.63%/33.73%/106.85%,224.4529 (Avg % Gain of Historic Winning trades)/360.936813 (Backtested Best)/224.45293500000002 (Backtested Avg),2038-09-21 (Farthest)/2027-05-01 (Earliest)/2031-05-31 (Avg),"36.24%, 326 days","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-12 (Price: 163.03), 50.24% above",357 days,No Information,No Information,No Information,"88.6% (Price: 84.7444), 92.38% above, Upmove Bounce Back","2022-12-31 (Price: 82.16), 2023-03-31 (Price: 104.83)",No Information,"-0.0%, 35.66%",3588 days/715 days/1744 days,2038-09-21/2027-05-01/2031-05-31,6.26%,11.68%,-5.41%,0.52,0.48,113.1868/224.4529/122.11/No Horizontal Resistance/119.9028/134.0186,54.39/74.2475/88.8057/77.408/No F-Track Level/No F-Track Level,152.09/135.83,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",Quarterly,38.8108 (F-Stack 1),No Date Target,2025-11-12 (Price: 38.29) (Today),"2025-11-12 (Price: 38.29), 27.29% above","100.0%, Past 24 years, 6",6.89%/35.02%,"27.29%, 357 days",589.02%/487.3%/538.16%,191.9585 (Avg % Gain of Historic Winning trades)/51.7 (Exit Rule)/40.9296 (F-Stack 2)/207.257216 (Backtested Best)/176.65984 (Backtested Worst)/191.95852799999997 (Backtested Avg),2038-09-20 (Farthest)/2037-09-08 (Earliest)/2038-03-16 (Avg),"27.29%, 357 days","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-12 (Price: 38.29), 27.29% above",357 days,No Information,No Information,No Information,"50% (Price: 19.875), 92.65% above, Upmove Bounce Back","2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",No Information,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,37.13/36.0,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2024-06-30 (Price: 230.61)",Quarterly,No Price Target,2026-01-18 (Earliest),No Exit Yet,"2025-11-12 (Price: 193.75), 15.98% below","100.0%, Past 23 years, 5",39.16%/51.35%,"-15.98%, 357 days",46.07%/16.92%/31.5%,303.2522 (Avg % Gain of Historic Winning trades)/327.77 (Exit Rule)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/336.852027 (Backtested Best)/269.629212 (Backtested Worst)/303.25215000000003 (Backtested Avg),2026-10-29 (Farthest)/2026-01-18 (Earliest)/2026-06-09 (Avg),"-15.98%, 357 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-12 (Price: 193.75), 15.98% below",357 days,No Information,No Information,No Information,No Information,No Information,15.98% below/15.98% below/15.98% below,"-0.0%, 7.38%",588 days/392 days/490 days,2026-10-29/2026-01-18/2026-06-09,13.56%,10.32%,3.24%,0.57,0.44,256.2077/303.2522/327.77/No Horizontal Resistance/293.2329/455.2123,56.95/100.2873/193.124/131.2534/No F-Track Level/No F-Track Level,227.45/201.86,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-06-30 (Price: 11.2)",Quarterly,No Price Target,2025-10-13 (Earliest),No Exit Yet,"2025-11-12 (Price: 12.67), 13.13% above","100.0%, Past 31 years, 10",4.92%/19.3%,"13.13%, 357 days",86.89%/4.05%/34.96%,13.2933 (Historic Rise or Fall to Pivot)/15.1155 (Avg % Gain of Historic Winning trades)/16.05 (Exit Rule)/18.927 (F-Stack 2)/20.93168 (Backtested Best)/15.11552 (Backtested Avg),2027-05-04 (Farthest)/2026-08-15 (Avg),"13.13%, 357 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-12 (Price: 12.67), 13.13% above",357 days,No Information,No Information,No Information,No Information,No Information,13.13% above/13.13% above/13.13% above,"-0.0%, 22.42%",717 days/325 days/536 days,2027-05-04/2025-10-13/2026-08-15,12.28%,12.57%,-0.29%,1.18,0.51,13.2933/15.1155/16.05/No Horizontal Resistance/12.2485/18.927,2.72/7.3167/8.121/5.57/No F-Track Level/No F-Track Level,10.87/10.44,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",Quarterly,38.8108 (F-Stack 1),2025-10-15 (Earliest),2025-09-30 (Price: 37.05),"2025-11-12 (Price: 38.29), 27.29% above","100.0%, Past 24 years, 8",6.89%/24.52%,"27.29%, 357 days",111.71%/21.96%/58.51%,49.2891 (Historic Rise or Fall to Pivot)/47.6798 (Avg % Gain of Historic Winning trades)/40.9296 (F-Stack 2)/63.68236799999999 (Backtested Best)/47.679807999999994 (Backtested Avg),2030-03-09 (Farthest)/2026-08-08 (Avg),"23.17%, 326 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-12 (Price: 38.29), 27.29% above",357 days,No Information,No Information,No Information,No Information,No Information,49.28% above/27.29% above/27.29% above,"-0.0%, 48.03%",1435 days/326 days/531 days,2030-03-09/2025-10-15/2026-08-08,13.02%,13.97%,-0.95%,1.3,0.5,49.2891/47.6798/33.39/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,29.0/24.75,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"TWR.NZ, Long, 2024-06-30 (Price: 0.9778)",Quarterly,1.7460574599999998 (Backtested Best),2025-10-15 (Earliest),2025-09-30 (Price: 1.75),"2025-11-12 (Price: 1.85), 89.2% above","75.0%, Past 26 years, 4",No Next Target,"89.2%, 357 days",78.57%/0.82%/26.74%,No Next Target,2026-10-26 (Farthest)/2026-06-22 (Avg),"78.97%, 326 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-12 (Price: 1.85), 89.2% above",357 days,No Information,No Information,No Information,No Information,No Information,139.58% above/89.2% above/89.2% above,"18.28%, 37.42%",586 days/326 days/499 days,2026-10-26/2025-10-15/2026-06-22,6.49%,-3.96%,10.45%,0.34,-0.11,1.2784/1.2393/1.14/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,0.68/0.6259/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.91/0.76,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
BAND MATRIX,"NVDA, Long, 2024-04-22 (Price: 79.518)",Daily,228.813045 (Backtested Best),No Date Target,2025-11-06 (Price: 188.08),"2025-11-12 (Price: 193.8), 143.72% above","85.71%, Past 5 years, 7",No Next Target,"143.72%, 407 days",187.75%/8.69%/60.77%,No Next Target,No Next Date Target,"136.53%, 403 days","Daily, was CONFIRMED on 2024-04-22",No Cancellation Possible,"2025-11-12 (Price: 193.8), 143.72% above",407 days,No Information,No Information,No Information,No Information,No Information,No Information,"27.12%, 66.36%",129 days/39 days/77 days,2024-10-25/2024-06-17/2024-08-11,67.69%,69.24%,-1.55%,0.57,1.76,108.6534/127.8411/118.25/No Horizontal Resistance/97.9799/110.4149,76.2/4.4946/69.515/65.9049/No F-Track Level/No F-Track Level,184.84/150.55,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",Monthly,No Price Target,No Date Target,2025-11-12 (Price: 1511.5) (Today),"2025-11-12 (Price: 1511.5), 3.47% above","89.47%, Past 20 years, 19",25.8%/26.59%,"3.47%, 444 days",54.13%/1.64%/30.98%,1901.5234 (Historic Rise or Fall to Pivot)/1913.3558 (Avg % Gain of Historic Winning trades)/1999.6 (Exit Rule)/2250.6285 (F-Stack 2)/2251.5310400000003 (Backtested Best)/1913.35584 (Backtested Avg),2026-01-21 (Farthest),"3.47%, 444 days","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2025-11-12 (Price: 1511.5), 3.47% above",444 days,No Information,No Information,No Information,No Information,No Information,5.95% above/3.47% above/3.47% above,"26.02%, 36.79%",478 days/109 days/233 days,2026-01-21/2024-08-04/2025-01-31,10.34%,17.67%,-7.33%,1.02,0.63,1901.5234/1913.3558/1999.6/No Horizontal Resistance/1503.6962/2250.6285,1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level,1386.08/1244.6,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BAND MATRIX,"MCD, Long, 2023-09-03 (Price: 280.94)",Weekly,No Price Target,2025-11-13 (Farthest),No Exit Yet,"2025-11-12 (Price: 306.94), 9.25% above","100.0%, Past 15 years, 6",7.5%/7.5%,"9.25%, 572 days",26.06%/7.67%/17.45%,329.964 (Avg % Gain of Historic Winning trades)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/354.152964 (Backtested Best)/329.96403000000004 (Backtested Avg),2025-11-13 (Farthest),"9.25%, 572 days","Weekly, was CONFIRMED on 2023-09-03",No Cancellation Possible,"2025-11-12 (Price: 306.94), 9.25% above",572 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 31.6%",554 days/219 days/407 days,2025-11-13/2024-07-16/2025-04-14,8.88%,9.08%,-0.2%,1.35,0.37,292.1214/329.964/311.04/299.105/370.0426/590.3302,262.03/171.225/254.2758/233.8976/No F-Track Level/No F-Track Level,303.75/305.24,100.0%/5/524 days (Across ALL Assets),80.68%/88/284 days (Across ALL Assets)
