"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-09-30 (Price: 37.05),"23.17%, 326 days","100.0%, Past 24 years, 8","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-18 (Price: 36.64), 21.81% above",361 days,"2, 2020-06-30 (Price: 35.6)",2024-03-31 (Price: 25.65),2024-06-30 (Price: 30.08),426/361/361 days,42.85% above/21.81% above/21.81% above,2020-06-30 (Price: 38.7936)/2024-06-30 (Price: 24.3355),111.71%/21.96%/58.51%,"-0.0%, 48.03%",1435 days/326 days/531 days,2030-03-09/2025-10-15/2026-08-08,13.02%,13.97%,-0.95%,1.3,0.5,49.2891/47.6798/33.39/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,29.0/24.75,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"RY.TO, Long, 2024-06-30 (Price: 145.65)",2025-09-30 (Price: 205.12),"40.83%, 326 days","100.0%, Past 48 years, 11","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-18 (Price: 205.73), 41.25% above",361 days,"2, 2021-06-30 (Price: 125.59)",2024-03-31 (Price: 136.62),2024-06-30 (Price: 145.65),426/361/361 days,50.59% above/41.25% above/41.25% above,2021-06-30 (Price: 156.665)/2024-06-30 (Price: 128.405),40.83%/7.95%/30.13%,"-0.0%, 18.89%",979 days/325 days/450 days,2028-05-17/2025-10-13/2026-04-12,11.72%,11.31%,0.42%,2.44,0.49,164.0602/189.5343/157.69/No Horizontal Resistance/150.7521/166.0471,118.7/100.5025/100.4601/75.5037/No F-Track Level/No F-Track Level,141.95/130.64,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"IBKR, Long, 2024-06-30 (Price: 30.65)",2025-09-30 (Price: 68.81),"124.5%, 326 days","100.0%, Past 18 years, 7","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-18 (Price: 62.3806), 103.53% above",361 days,"0, 2016-12-31 (Price: 9.1275)",2024-03-31 (Price: 27.9275),2024-06-28 (Price: 30.65),426/362/361 days,123.37% above/103.53% above/103.53% above,2016-12-31 (Price: 19.8111)/2024-06-30 (Price: 21.1557),124.5%/7.61%/62.37%,"0%, 37.88%",1239 days/326 days/587 days,2029-05-29/2025-10-15/2026-10-28,14.04%,13.28%,0.76%,1.78,0.46,41.3591/49.7664/43.56/No Horizontal Resistance/31.5838/39.3438,10.44/11.1312/29.7288/25.4973/No F-Track Level/No F-Track Level,30.33/24.89,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"SFTBY, Long, 2024-03-31 (Price: 29.71)",2025-10-31 (Price: 87.91),"195.89%, 414 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-18 (Price: 59.98), 101.88% above",426 days,"0, 2019-03-31 (Price: 24.325)",2024-01-31 (Price: 21.6),2024-03-28 (Price: 29.71),469/428/426 days,177.69% above/101.88% above/101.88% above,2019-03-31 (Price: 68.9948)/2024-03-31 (Price: 19.4431),195.86%/14.0%/54.91%,"49.17%, 64.04%",434 days/260 days/395 days,2025-12-19/2025-04-11/2025-10-24,16.52%,15.45%,1.07%,0.27,0.51,32.8563/46.0238/32.94/33.06/52.6237/57.2421,16.86/16.82/28.6536/144.0247/No F-Track Level/No F-Track Level,27.07/23.29,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"XLF, Long, 2024-03-31 (Price: 42.12)",2025-09-30 (Price: 53.87),"27.9%, 391 days","71.43%, Past 26 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-18 (Price: 51.215), 21.59% above",426 days,"2, 2021-03-31 (Price: 34.05)",2023-12-31 (Price: 37.6),2024-03-31 (Price: 42.12),491/426/426 days,36.21% above/21.59% above/21.59% above,2021-03-31 (Price: 46.29)/2024-03-31 (Price: 32.52),33.43%/27.9%/31.59%,"37.75%, 44.86%",718 days/391 days/609 days,2027-02-03/2025-10-18/2026-08-30,2.69%,3.75%,-1.07%,0.09,0.09,43.0045/55.4257/46.96/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,20.82/22.715/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,39.88/35.96,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",2025-11-18 (Price: 1519.4) (Today),"4.01%, 448 days","89.47%, Past 20 years, 19","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2025-11-18 (Price: 1519.4), 4.01% above",448 days,"0, 2019-02-28 (Price: 562.7946)",2024-01-31 (Price: 1426.625),2024-02-29 (Price: 1460.8),469/448/448 days,6.5% above/4.01% above/4.01% above,2019-02-28 (Price: 1196.1537)/2024-02-29 (Price: 1334.1423),54.13%/1.64%/30.98%,"26.02%, 36.79%",478 days/109 days/233 days,2026-01-21/2024-08-04/2025-01-31,10.34%,17.67%,-7.33%,1.02,0.63,1901.5234/1913.3558/1999.6/No Horizontal Resistance/1503.6962/2250.6285,1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level,1386.08/1244.6,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"GILD, Long, 2022-12-31 (Price: 85.85)",2025-11-18 (Price: 126.23) (Today),"47.04%, 751 days","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-11-18 (Price: 126.23), 47.04% above",751 days,"4, 2014-12-31 (Price: 94.26)",2022-09-30 (Price: 61.69),2022-12-31 (Price: 85.85),817/751/751 days,104.62% above/47.04% above/47.04% above,2014-12-31 (Price: 124.0506)/2022-12-31 (Price: 58.9201),74.14%/5.29%/44.68%,"-0.0%, 24.28%",913 days/327 days/509 days,2026-08-14/2024-04-17/2025-01-06,12.82%,17.18%,-4.36%,1.5,0.52,96.8989/124.2078/90.9/No Horizontal Resistance/123.4541/140.4376,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level,82.78/67.59,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"IEI, Long, 2020-06-30 (Price: 133.67)",2025-09-30 (Price: 119.51),"-10.59%, 1370 days","80.0%, Past 18 years, 5","Quarterly, is CONFIRMED on 2020-06-30",Already confirmed,"2025-11-18 (Price: 119.76), 10.41% below",1405 days,"4, 2013-06-30 (Price: 120.74)",2020-06-30 (Price: 133.67),2020-06-30 (Price: 133.67),1405/1405/1405 days,10.41% below/10.41% below/10.41% below,2013-06-30 (Price: 123.9719)/2020-06-30 (Price: 131.468),8.23%/5.74%/6.57%,"10.59%, 15.34%",716 days/393 days/500 days,2023-05-03/2022-01-20/2022-06-24,0.9%,0.9%,0.0%,0.24,-0.78,133.7636/142.4521/141.43/No Horizontal Resistance/140.9574/154.5648,119.07/120.8958/132.5474/514.025/No F-Track Level/No F-Track Level,133.34/129.29,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"FPH.NZ, Long, 2020-03-31 (Price: 30.38)",2025-09-30 (Price: 37.05),"21.96%, 1435 days","100.0%, Past 24 years, 8","Quarterly, is CONFIRMED on 2020-03-31",Already confirmed,"2025-11-18 (Price: 36.64), 20.61% above",1470 days,"2, 2016-09-30 (Price: 10.01)",2019-12-31 (Price: 22.2),2020-03-31 (Price: 30.38),1535/1470/1470 days,65.05% above/20.61% above/20.61% above,2016-09-30 (Price: 10.93)/2020-03-31 (Price: 20.5725),111.71%/21.96%/58.51%,"-0.0%, 48.03%",1435 days/326 days/531 days,2025-12-08/2021-07-16/2022-05-09,13.02%,13.97%,-0.95%,1.3,0.5,49.7807/48.1553/42.6/No Horizontal Resistance/30.6331/48.385,1.97/6.93/19.6619/12.8812/No F-Track Level/No F-Track Level,25.27/20.12,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TRI.TO, Short, 2025-10-31 (Price: 214.84)",No Exit Yet,"10.18%, 12 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-18 (Price: 192.96), 10.18% below",12 days,"0, 2020-10-31 (Price: 107.5597)",2025-09-30 (Price: 216.1),2025-10-31 (Price: 214.84),35/12/12 days,10.71% below/10.18% below/10.18% below,2020-10-31 (Price: 67.9753)/2025-10-31 (Price: 244.2985),25.37%/7.99%/21.25%,"21.18%, 25.96%",131 days/108 days/117 days,2026-05-08/2026-04-05/2026-04-18,35.0%,5.4%,29.6%,0.54,0.45,229.2343/169.1865/150.47/116.89/193.124/131.2534,278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,100.0%/1/281 days (Across ALL Assets),0.0%/4/112 days (Across ALL Assets)
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-11-18 (Price: 25.365) (Today),"8.59%, 426 days","100.0%, Past 48 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-18 (Price: 25.365), 8.59% below",426 days,"6, 2009-03-31 (Price: 12.9222)",2023-12-31 (Price: 28.79),2024-03-31 (Price: 27.75),491/426/426 days,11.9% below/8.59% below/8.59% below,2009-03-31 (Price: 11.0247)/2024-03-31 (Price: 32.0614),28.35%/4.94%/10.06%,"0.0%, 34.93%",718 days/326 days/406 days,2027-02-03/2025-07-16/2025-11-09,6.98%,5.5%,1.48%,0.85,0.21,26.4485/24.9583/18.85/26.1058/21.508/20.5265,59.05/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level,27.46/31.61,100.0%/1/415 days (Across ALL Assets),No Data (Across ALL Assets)
