Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today's Trading Date/Price[$], Today's price vs Signal",Trading Days between Signal and Today's Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"GNE.NZ, Long, 2020-12-31 (Price: 3.625)",2026-02-03 (Price: 2.45) (Today),"-32.41%, 5.2 years","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2020-12-31",Already confirmed,"2026-02-03 (Price: 2.45), 32.41% below",5.2 years,3.24,No Information,No Information,No Information,No Information,No Information,24.15% below/32.41% below/32.41% below,8.39%/8.39%/8.39%,"-0.0%, 27.52%",2 years/2 years/2 years,2023-11-08 (Max),6.77%,1.89%,4.88%,0.7,-0.01,3.4376/3.9291/3.98/No Horizontal Resistance/3.8791/4.0602/No EMA 200 Target,2.52/2.0/3.362/3.1461/No F-Track Level/No F-Track Level/3.0,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2026-02-03 (Price: 270.01)",No Exit Yet,"0.0%, 0 days","93.75%, Past 20 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 243.42 prior to 2026-02-06,"2026-02-03 (Price: 270.01), 0.0% below",0 days,260.02,No Information,No Information,No Information,"38.2% (Price: 243.0054), 11.11% above, Upmove Bounce Back","2025-04-13 (Price: 169.21), 2025-12-07 (Price: 288.62)",No Information,19.47%/15.33%/16.76%,"9.56%, 53.43%",1.7 year/1.4 month/7.8 months,2028-07-08/2026-04-04/2027-01-07,12.35%,17.83%,-5.48%,2.32,0.9,296.714/315.2637/341.66/No Horizontal Resistance/297.1089/321.9834/No EMA 200 Target,248.04/136.57/248.4166/236.3611/260.3676/243.0054/236.99,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2026-02-03 (Price: 706.41)",No Exit Yet,"0.0%, 0 days","100.0%, Past 13 years, 6","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 600.0 prior to 2026-02-06,"2026-02-03 (Price: 706.41), 0.0% below",0 days,714.37,No Information,No Information,No Information,"23.66% (Price: 613.221), 15.2% above, Upmove Bounce Back","2013-06-09 (Price: 22.67), 2025-08-17 (Price: 796.25)",No Information,20.56%/15.24%/17.23%,"0%, 73.01%",2.1 years/21 days/9 months,2029-02-02/2026-03-05/2027-03-01,19.03%,15.86%,3.17%,8.93,0.74,878.3502/828.1244/1170.56/No Horizontal Resistance/875.5866/915.851/No EMA 200 Target,620.25/276.89/627.6205/591.2141/628.6993/525.7329/682.33,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Long, 2026-02-03 (Price: 82.76)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 81.93 prior to 2026-02-06,"2026-02-03 (Price: 82.76), 0.0% below",0 days,83.62,No Information,No Information,No Information,"38.2% (Price: 83.1713), 0.49% below, Upmove Bounce Back","2012-08-05 (Price: 0.7544), 2025-07-06 (Price: 134.115)",No Information,29.59%/15.11%/21.93%,"0%, 70.87%",2.7 years/21 days/8.2 months,2029-12-11/2026-03-05/2027-01-23,15.04%,21.83%,-6.79%,4.76,0.9,105.9245/100.9093/162.78/No Horizontal Resistance/138.686/152.7047/112.75,61.36/34.8663/77.3488/70.5306/75.193/61.2874/No EMA 200 Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"C6L.SI, Long, 2026-02-03 (Price: 6.48)",No Exit Yet,"0.0%, 0 days","87.5%, Past 40 years, 8","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 6.23 prior to 2026-02-27,"2026-02-03 (Price: 6.48), 0.0% below",0 days,6.35,No Information,No Information,No Information,"78.6% (Price: 6.2388), 3.87% above, Upmove Bounce Back","2024-08-31 (Price: 5.86), 2025-07-31 (Price: 7.63)",No Information,36.54%/6.45%/24.21%,"1.62%, 16.22%",2.6 years/8.1 months/1.5 year,2029-10-20/2027-01-20/2028-03-26,7.09%,-1.77%,8.86%,0.77,-0.19,6.6718/8.0488/7.54/6.826/15.4629/16.7442/6.69,6.35/4.7975/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"IFT.NZ, Long, 2026-02-03 (Price: 11.03)",No Exit Yet,"0.0%, 0 days","85.71%, Past 31 years, 7","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 10.6 prior to 2026-02-27,"2026-02-03 (Price: 11.03), 0.0% below",0 days,11.05,No Information,No Information,No Information,"23.66% (Price: 10.5578), 4.47% above, Upmove Bounce Back","2011-08-31 (Price: 1.5809), 2024-10-31 (Price: 13.34)",No Information,23.05%/20.33%/21.36%,"16.03%, 18.64%",1.6 year/5.1 months/1.1 year,2028-05-17/2026-09-12/2027-08-30,8.62%,8.22%,0.4%,0.91,0.49,12.69/13.386/18.09/12.825/13.8771/15.9169/11.51,10.38/7.3167/9.6206/9.1203/No support/No support/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"EFN.TO, Long, 2026-02-03 (Price: 35.05)",No Exit Yet,"0.0%, 0 days","85.71%, Past 20 years, 7","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 33.51 prior to 2026-02-06,"2026-02-03 (Price: 35.05), 0.0% below",0 days,34.0,No Information,No Information,No Information,"38.2% (Price: 33.1947), 5.59% above, Upmove Bounce Back","2025-02-09 (Price: 25.0), 2025-11-02 (Price: 38.26)",No Information,27.12%/15.2%/18.26%,"4.16%, 79.1%",4.3 years/2.6 months/1.2 year,2032-03-25/2026-05-26/2027-10-21,6.51%,10.86%,-4.35%,1.44,0.54,40.5038/41.4501/43.01/No Horizontal Resistance/48.884/73.5584/35.12,34.35/12.67/33.6344/24.2096/30.6746/26.0131/No EMA 200 Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2026-02-03 (Price: 352.69)",No Exit Yet,"0.0%, 0 days","77.78%, Past 20 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 342.26 prior to 2026-02-27,"2026-02-02 (Price: 352.69), 0.0% below",0 days,342.26,No Information,No Information,No Information,No Information,No Information,1.85% above/0.0% below/0.0% below,26.25%/7.49%/15.33%,"39.0%, 59.88%",10.2 months/5 months/6.2 months,2027-04-22/2026-09-08/2026-10-30,-3.69%,7.35%,-11.04%,0.06,0.38,396.741/406.7574/480.92/No Horizontal Resistance/320.8469/358.5021/No EMA 200 Target,183.84/110.475/267.2317/244.4067/312.8151/281.4828/262.34,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-02-03 (Price: 102.8)",No Exit Yet,"0.0%, 0 days","100.0%, Past 193 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 101.58 prior to 2026-03-31,"2026-02-02 (Price: 102.8), 0.0% below",0 days,101.58,No Information,No Information,No Information,No Information,No Information,14.23% above/0.0% below/0.0% below,22.63%/5.06%/9.45%,"0%, 41.59%",5.1 years/1.5 year/4.2 years,2033-05-14/2028-03-26/2032-02-02,6.77%,6.25%,0.52%,1.08,0.33,116.092/112.5146/110.72/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,60.88/62.2517/95.6649/90.1456/92.5303/85.4202/85.27,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2026-02-03 (Price: 373.45)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 25","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 353.0 prior to 2026-02-06,"2026-02-03 (Price: 373.45), 0.0% below",0 days,353.0,No Information,No Information,No Information,No Information,No Information,6.96% above/0.0% below/0.0% below,29.59%/1.78%/10.75%,"-0.0%, 47.09%",8.2 months/28 days/2.8 months,2027-01-23/2026-03-15/2026-06-04,7.83%,8.79%,-0.96%,0.84,0.44,401.3467/413.5959/459.73/378.775/393.108/467.0257/No EMA 200 Target,349.15/145.35/372.4081/353.1485/330.39/294.8942/337.5,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2026-02-03 (Price: 494.03)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 18","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 489.11 prior to 2026-02-27,"2026-02-02 (Price: 494.03), 0.0% below",0 days,489.11,No Information,No Information,No Information,No Information,No Information,1.02% above/0.0% below/0.0% below,12.39%/4.81%/9.37%,"2.58%, 49.08%",2.6 years/8.1 months/1.2 year,2029-10-20/2027-01-20/2027-10-21,0.09%,4.27%,-4.18%,1.94,0.19,535.1333/540.3206/604.78/No Horizontal Resistance/508.5373/687.3389/No EMA 200 Target,406.34/326.1/398.0316/329.7358/465.5773/446.6724/453.85,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"IWM, Long, 2026-02-03 (Price: 262.18)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 247.63 prior to 2026-03-31,"2026-02-02 (Price: 262.18), 0.0% below",0 days,247.63,No Information,No Information,No Information,No Information,No Information,6.51% above/0.0% below/0.0% below,22.48%/22.48%/22.48%,"-0.0%, 49.28%",1 year/1 year/1 year,2027-07-09 (Max),3.33%,4.39%,-1.06%,0.87,0.2,241.3367/321.1181/288.24/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,164.92/162.3167/245.3626/196.8345/247.9708/233.4497/231.65,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2026-02-03 (Price: 101.4)",No Exit Yet,"0.0%, 0 days","85.71%, Past 10 years, 21","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 101.35 prior to 2026-02-06,"2026-02-02 (Price: 101.4), 0.0% below",0 days,101.35,No Information,No Information,No Information,No Information,No Information,1.43% above/0.0% below/0.0% below,7.21%/1.24%/3.66%,"13.66%, 23.59%",7.2 months/1.2 month/3.1 months,2026-12-12/2026-03-27/2026-06-17,2.99%,2.36%,0.63%,0.4,0.03,104.6042/105.1112/106.3/No Horizontal Resistance/98.2071/106.1972/No EMA 200 Target,75.02/66.265/86.3568/75.1989/88.9308/80.7026/92.05,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
BAND MATRIX,"INDA, Long, 2026-02-03 (Price: 53.28)",No Exit Yet,"0.0%, 0 days","100.0%, Past 14 years, 4","Weekly, will be confirmed as valid at the end of this week",No Cancellation Possible,"2026-02-03 (Price: 53.28), 0.0% below",0 days,51.72,No Information,No Information,No Information,No Information,No Information,No Information,76.73%/12.39%/34.5%,"0%, 39.17%",5.2 years/6.8 months/2.3 years,2033-07-07/2026-11-25/2029-05-15,11.49%,3.68%,7.81%,1.13,0.14,52.7525/71.6616/62.21/55.3975/60.4014/73.8934/53.68,51.24/39.06/52.5567/48.6731/No support/No support/No EMA 200 Support,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
DELTADRIFT,"EURUSD=X, Short, 2026-01-30 (Price: 1.1966)",2026-02-02 (Price: 1.1849),"0.98%, 3 days","100.0%, Past 4 years, 5","Daily, was CONFIRMED on 2026-01-30",Already confirmed,"2026-02-03 (Price: 1.1818), 1.24% below",4 days,1.1968,No Information,No Information,No Information,No Information,No Information,No Information,1.74%/0.53%/0.94%,"0%, 3.62%",27 days/3 days/12 days,2026-03-10/2026-02-03/2026-02-16,5.83%,3.82%,2.01%,2.08,-0.64,1.1741/1.1854/1.18/1.0208/No F-Stack Support/No F-Stack Support/1.16,No support/1.0208/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,73.64%/34/7 days (Across ALL Assets),71.84%/103/7 days (Across ALL Assets)
OSCILLATOR DELTA,"LULU, Short, 2026-01-29 (Price: 172.54)",No Exit Yet,"-3.79%, 4 days","100.0%, Past 6 years, 4","Daily, is Confirmed on 2026-01-29",No Cancellation Possible,"2026-02-02 (Price: 179.08), 3.79% above",4 days,179.62,No Information,No Information,No Information,No Information,No Information,No Information,10.36%/5.08%/6.82%,"0.0%, 23.9%",1.6 month/3 days/21 days,2026-04-08/2026-02-02/2026-02-28,11.58%,5.2%,6.38%,2.72,0.08,152.1458/160.7728/156.46/159.855/141.4621/102.1221/No EMA 200 Target,No Recent Maxima/159.855/141.4621/102.1221/No F-Track Level/No F-Track Level/No support,83.33%/18/4 days (Across ALL Assets),62.86%/35/4 days (Across ALL Assets)
DELTADRIFT,"EEM, Short, 2026-01-29 (Price: 60.44)",2026-01-30 (Price: 59.1),"2.22%, 1 day","80.0%, Past 4 years, 5","Daily, was CONFIRMED on 2026-01-29",Already confirmed,"2026-02-02 (Price: 59.28), 1.92% below",4 days,60.86,No Information,No Information,No Information,No Information,No Information,No Information,1.59%/0.6%/1.14%,"2.94%, 2.47%",13 days/1 day/7 days,2026-02-16/2026-01-30/2026-02-08,4.14%,3.82%,0.32%,0.15,-0.07,57.7988/59.751/58.77/37.485/No F-Stack Support/No F-Stack Support/51.24,No support/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,73.64%/34/7 days (Across ALL Assets),71.84%/103/7 days (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-31 (Price: 14.175)",2026-02-03 (Price: 13.58) (Today),"4.2%, 1.1 month","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-02-03 (Price: 13.58), 4.2% below",1.1 month,15.6175,No Information,No Information,No Information,"50.0% (Price: 13.3475), 1.74% above, Upmove Break Below","2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14 (Max),12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/12.32,No support/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/No EMA 200 Support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-02-03 (Price: 82.76) (Today),"11.73%, 1.1 month","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-02-03 (Price: 82.76), 11.73% below",1.1 month,117.549,No Information,No Information,No Information,"23.66% (Price: 106.2331), 22.1% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"C6L.SI, Short, 2025-12-31 (Price: 6.4)",2026-02-03 (Price: 6.48) (Today),"-1.25%, 1.1 month","92.86%, Past 40 years, 14","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-02-03 (Price: 6.48), 1.25% above",1.1 month,6.49,No Information,No Information,No Information,"78.6% (Price: 7.5813), 14.53% below, Downmove Bounce Back","2026-02-03 (Price: 6.5), 2026-02-03 (Price: 6.31)",No Information,13.97%/3.18%/6.42%,"3.38%, 13.97%",3.1 months/1 month/1.7 month,2026-05-14/2026-02-12/2026-03-14,8.07%,5.5%,2.57%,1.46,-0.19,5.9699/5.9891/6.29/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",2026-01-31 (Price: 716.5),"-10.58%, 2.1 months","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-02-03 (Price: 706.41), 9.02% above",2.2 months,656.0,No Information,No Information,No Information,"23.66% (Price: 628.6993), 12.36% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
DELTADRIFT,"TD, Short, 2026-02-03 (Price: 94.52)",No Exit Yet,"-0.0%, 0 days","80.0%, Past 30 years, 5","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price  prior to 2026-02-27,"2026-02-03 (Price: 94.52), 0.0% below",0 days,93.11,No Information,No Information,No Information,No Information,No Information,No Information,9.04%/2.95%/6.85%,"14.7%, 9.14%",3 months/1 month/2 months,2026-06-13/2026-03-18/2026-04-30,4.69%,4.88%,-0.19%,0.28,0.39,90.6069/88.0454/89.33/54.526/92.1326/76.2219/77.99,No Recent Maxima/54.526/92.1326/76.2219/85.748/79.1774/No EMA 200 Support,No Data (Across ALL Assets),25.0%/4/4.6 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-02-03 (Price: 149.0)",No Exit Yet,"-0.0%, 0 days","88.24%, Past 10 years, 17","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price > 0.0 prior to 2026-02-06,"2026-02-02 (Price: 149.0), 0.0% below",0 days,150.71,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,16.0%/1.62%/4.88%,"15.2%, 17.31%",5.8 months/1.6 month/2.7 months,2026-10-13/2026-04-13/2026-05-31,0.57%,5.4%,-4.83%,0.32,0.43,144.5896/141.7288/71.08/126.1128/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/126.1128/No F-Stack Support/No F-Stack Support/143.8099/No support/No support,No Data (Across ALL Assets),28.57%/7/29 days (Across ALL Assets)
