Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 8.19) (Today),"2025-11-11 (Price: 8.19), 24.47% above","100.0%, Past 20 years, 9",2.91%/2.91%,"24.47%, 96 days",44.06%/6.89%/28.09%,8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.479148 (Backtested Best)/8.428322 (Backtested Avg),2026-12-17 (Farthest)/2026-01-04 (Earliest)/2026-05-23 (Avg),"24.47%, 96 days","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 8.19), 24.47% above",96 days,No Information,No Information,No Information,No Information,No Information,33.17% above/27.97% above/24.47% above,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,6.09/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 991.7) (Today),"2025-11-11 (Price: 991.7), 1.56% below","100.0%, Past 10 years, 31",2.69%/7.65%,"-1.56%, 96 days",11.89%/1.08%/5.97%,1071.1208 (Historic Rise or Fall to Pivot)/1067.5948 (Avg % Gain of Historic Winning trades)/1152.92 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1127.235805 (Backtested Best)/1018.33046 (Backtested Worst)/1067.594765 (Backtested Avg),2026-11-23 (Farthest)/2025-11-26 (Avg),"-1.56%, 96 days","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-11 (Price: 991.7), 1.56% below",96 days,No Information,No Information,No Information,No Information,No Information,0.95% above/0.16% above/1.56% below,"-0.0%, 23.57%",354 days/19 days/104 days,2026-11-23/2025-07-26/2025-11-26,11.86%,15.07%,-3.2%,1.45,0.63,1071.1208/1067.5948/1152.92/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,969.18/892.58,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-06-15 (Price: 958.8)",Weekly,No Price Target,2025-11-06 (Farthest),2025-11-09 (Price: 982.3),"2025-11-11 (Price: 991.7), 3.43% above","86.21%, Past 10 years, 29",2.99%/2.99%,"3.43%, 106 days",11.87%/0.05%/6.52%,1057.6523 (Historic Rise or Fall to Pivot)/1021.3138 (Avg % Gain of Historic Winning trades)/1098.0619 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1072.6095599999999 (Backtested Best)/1021.3137599999999 (Backtested Avg),No Next Date Target,"2.45%, 104 days","Weekly, was CONFIRMED on 2025-06-15",Already confirmed,"2025-11-11 (Price: 991.7), 3.43% above",106 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2025-11-06/2025-08-17/2025-09-18,59.88%,13.58%,46.3%,1.19,0.56,1057.6523/1021.3138/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level,975.84/946.6,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 45.38) (Today),"2025-11-11 (Price: 45.38), 1.13% below","70.0%, Past 10 years, 30",2.42%/2.57%,"-1.13%, 106 days",19.11%/1.41%/7.62%,46.4783 (Historic Rise or Fall to Pivot)/49.3976 (Avg % Gain of Historic Winning trades)/47.29 (Exit Rule)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/54.67149 (Backtested Best)/46.54719 (Backtested Worst)/49.39758 (Backtested Avg),2025-12-18 (Farthest),"-1.13%, 106 days","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-11-11 (Price: 45.38), 1.13% below",106 days,No Information,No Information,No Information,No Information,No Information,4.92% above/3.07% above/1.13% below,"22.31%, 71.02%",129 days/19 days/45 days,2025-12-18/2025-07-12/2025-08-19,1.12%,5.6%,-4.49%,0.03,0.24,46.4783/49.3976/47.29/51.51/65.8353/68.6522,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level,41.34/44.38,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"TCS.NS, Long, 2025-06-10 (Price: 3462.8999)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 3047.0) (Today),"2025-11-11 (Price: 3047.0), 12.01% below","96.97%, Past 4 years, 33",16.89%/18.78%,"-12.01%, 110 days",13.38%/0.84%/4.51%,3561.5925 (Historic Rise or Fall to Pivot)/3619.0767 (Avg % Gain of Historic Winning trades)/4063.59 (Exit Rule)/4543.575 (Horizontal)/5142.5725 (F-Stack 1)/5692.579 (F-Stack 2)/3926.2359066199997 (Backtested Best)/3619.07668549 (Backtested Avg),No Next Date Target,"-12.01%, 110 days","Daily, is CONFIRMED on 2025-06-10",Already confirmed,"2025-11-11 (Price: 3047.0), 12.01% below",110 days,No Information,No Information,No Information,No Information,No Information,9.96% below/12.01% below/12.01% below,"12.98%, 25.8%",93 days/5 days/15 days,2025-10-22/2025-06-17/2025-07-01,36.95%,5.27%,31.68%,0.86,0.17,3561.5925/3619.0767/4063.59/4543.575/5142.5725/5692.579,3371.1/2911.025/3006.8346/2637.2425/No F-Track Level/No F-Track Level,3444.71/3955.18,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",Weekly,9.5246 (Historic Rise or Fall to Pivot),No Date Target,2025-11-11 (Price: 9.52) (Today),"2025-11-11 (Price: 9.52), 3.93% above","100.0%, Past 10 years, 26",1.39%/1.39%,"3.93%, 116 days",16.04%/1.09%/5.37%,9.6519 (Avg % Gain of Historic Winning trades)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.629264000000001 (Backtested Best)/9.651892 (Backtested Avg),2026-03-23 (Farthest),"3.93%, 116 days","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-11 (Price: 9.52), 3.93% above",116 days,No Information,No Information,No Information,No Information,No Information,3.93% above/3.93% above/3.93% above,"-0.0%, 16.12%",204 days/24 days/79 days,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.04/8.87,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Price Target,2025-12-06 (Farthest)/2025-11-03 (Earliest)/2025-11-28 (Avg),2025-11-11 (Price: 102773.2812) (Today),"2025-11-11 (Price: 102773.2812), 1.78% below","100.0%, Past 20 years, 6",32.42%/50.99%,"-1.78%, 116 days",347.58%/48.3%/218.14%,290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.18023004 (Backtested Best)/155178.29310540002 (Backtested Worst)/332895.63161532 (Backtested Avg),2025-12-06 (Farthest)/2025-11-28 (Avg),"-1.78%, 116 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-11 (Price: 102773.2812), 1.78% below",116 days,No Information,No Information,No Information,No Information,No Information,9.09% above/1.78% below/1.78% below,"-0.0%, 15.0%",131 days/108 days/125 days,2025-12-06/2025-11-03/2025-11-28,256.42%,64.47%,191.95%,1.22,1.44,290297.4636/332895.6316/161744.31/108691.664/112399.9298/136097.3501,16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level,98179.57/94736.72,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-05-31 (Price: 172.85)",Monthly,281.81463999999994 (Backtested Best),No Date Target,2025-10-31 (Price: 281.82),"2025-11-11 (Price: 291.74), 68.78% above","94.12%, Past 20 years, 17",No Next Target,"68.78%, 116 days",63.04%/1.54%/29.75%,No Next Target,2027-01-17 (Farthest)/2026-03-15 (Avg),"63.04%, 109 days","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-11 (Price: 291.74), 68.78% above",116 days,No Information,No Information,No Information,No Information,No Information,68.78% above/74.89% above/68.78% above,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level,161.79/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-05-27 (Price: 167.76)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 148.54) (Today),"2025-11-11 (Price: 148.54), 11.46% below","93.75%, Past 4 years, 32",14.4%/14.81%,"-11.46%, 120 days",5.36%/1.29%/2.83%,172.5076 (Avg % Gain of Historic Winning trades)/170.54 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/176.751936 (Backtested Best)/169.92410399999997 (Backtested Worst)/172.50760799999998 (Backtested Avg),No Next Date Target,"-11.46%, 120 days","Daily, is CONFIRMED on 2025-05-27",Already confirmed,"2025-11-11 (Price: 148.54), 11.46% below",120 days,No Information,No Information,No Information,No Information,No Information,10.44% below/11.46% below/11.46% below,"6.35%, 12.85%",70 days/4 days/16 days,2025-09-05/2025-06-01/2025-06-19,24.16%,3.91%,20.26%,0.76,0.08,168.7833/172.5076/170.54/179.4533/186.6499/209.3631,157.66/121.86/161.0808/140.2317/No F-Track Level/No F-Track Level,164.47/168.49,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-05-18 (Price: 197.98)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 174.96) (Today),"2025-11-11 (Price: 174.96), 11.63% below","80.0%, Past 10 years, 15",18.77%/18.77%,"-11.63%, 126 days",27.78%/2.64%/12.82%,207.7998 (Historic Rise or Fall to Pivot)/223.361 (Avg % Gain of Historic Winning trades)/207.8 (Exit Rule)/225.9867 (Horizontal)/222.5978 (F-Stack 1)/243.8843 (F-Stack 2)/252.978844 (Backtested Best)/223.361036 (Backtested Avg),2025-11-20 (Farthest),"-11.63%, 126 days","Weekly, is CONFIRMED on 2025-05-16",Already confirmed,"2025-11-11 (Price: 174.96), 11.63% below",126 days,No Information,No Information,No Information,No Information,No Information,9.08% below/11.63% below/11.63% below,"19.41%, 30.73%",129 days/24 days/60 days,2025-11-20/2025-06-21/2025-08-12,15.69%,24.7%,-9.01%,0.48,0.8,207.7998/223.361/207.8/225.9867/222.5978/243.8843,155.11/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level,171.96/166.06,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-05-04 (Price: 539.8)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 497.07) (Today),"2025-11-11 (Price: 497.07), 7.92% below","96.77%, Past 10 years, 31",7.23%/11.05%,"-7.92%, 136 days",11.6%/2.26%/5.43%,563.8211 (Historic Rise or Fall to Pivot)/569.1111 (Avg % Gain of Historic Winning trades)/624.66 (Exit Rule)/533.0296 (F-Stack 1)/630.85 (F-Stack 2)/602.4168 (Backtested Best)/551.99948 (Backtested Worst)/569.11114 (Backtested Avg),2026-03-02 (Farthest),"-7.92%, 136 days","Weekly, is CONFIRMED on 2025-05-02",Already confirmed,"2025-11-11 (Price: 497.07), 7.92% below",136 days,No Information,No Information,No Information,No Information,No Information,7.92% below/7.92% below/7.92% below,"13.62%, 25.57%",209 days/24 days/60 days,2026-03-02/2025-06-07/2025-07-29,16.54%,12.36%,4.19%,0.91,0.56,563.8211/569.1111/624.66/No Horizontal Resistance/533.0296/630.85,442.66/268.082/491.88/449.7662/No F-Track Level/No F-Track Level,516.28/472.29,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-04-30 (Price: 36.345)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 36.7) (Today),"2025-11-11 (Price: 36.7), 0.98% above","100.0%, Past 20 years, 19",6.06%/6.92%,"0.98%, 139 days",71.58%/7.1%/23.84%,45.0096 (Avg % Gain of Historic Winning trades)/45.15 (Exit Rule)/39.24 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/62.360751 (Backtested Best)/38.925495 (Backtested Worst)/45.009648 (Backtested Avg),2028-06-05 (Farthest)/2026-11-18 (Avg),"0.98%, 139 days","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-11-11 (Price: 36.7), 0.98% above",139 days,No Information,No Information,No Information,No Information,No Information,0.98% above/11.79% above/0.98% above,"-0.0%, 63.31%",782 days/109 days/392 days,2028-06-05/2025-10-04/2026-11-18,13.12%,17.02%,-3.9%,1.11,0.59,37.5662/45.0096/45.15/39.24/40.717/47.4928,26.75/25.82/32.7076/21.1884/No F-Track Level/No F-Track Level,32.42/31.43,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-03-31 (Price: 245.3)",Quarterly,No Price Target,No Date Target,2025-11-11 (Price: 315.62) (Today),"2025-11-11 (Price: 315.62), 28.67% above","87.5%, Past 44 years, 8",3.45%/19.77%,"28.67%, 161 days",54.11%/10.04%/23.18%,326.5 (Exit Rule)/378.03183000000007 (Backtested Best),2028-11-13 (Farthest)/2026-10-16 (Earliest)/2027-04-24 (Avg),"28.67%, 161 days","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 315.62), 28.67% above",161 days,No Information,No Information,No Information,No Information,No Information,31.67% above/27.2% above/28.67% above,"3.39%, 36.16%",914 days/390 days/521 days,2028-11-13/2026-10-16/2027-04-24,7.18%,9.18%,-2.01%,0.62,0.33,278.2438/302.1605/326.5/No Horizontal Resistance/275.691/287.5071,104.5/91.08/208.1524/186.1217/No F-Track Level/No F-Track Level,256.96/230.23,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,29.38 (Exit Rule),No Date Target,2025-11-11 (Price: 29.16) (Today),"2025-11-11 (Price: 29.16), 14.85% above","75.0%, Past 20 years, 20",12.64%/12.64%,"14.85%, 161 days",48.17%/7.34%/29.36%,32.8445 (Avg % Gain of Historic Winning trades)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.620363000000005 (Backtested Best)/32.844504 (Backtested Avg),2026-10-16 (Farthest)/2026-02-03 (Avg),"14.85%, 161 days","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 29.16), 14.85% above",161 days,No Information,No Information,No Information,No Information,No Information,32.49% above/16.78% above/14.85% above,"31.07%, 31.13%",390 days/109 days/214 days,2026-10-16/2025-09-04/2026-02-03,10.26%,2.49%,7.77%,0.63,0.12,27.7843/32.8445/29.38/No Horizontal Resistance/33.2191/35.3948,16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level,23.6/19.99,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Quarterly,No Price Target,No Date Target,2025-11-11 (Price: 29.16) (Today),"2025-11-11 (Price: 29.16), 14.85% above","88.89%, Past 55 years, 18",7.23%/13.92%,"14.85%, 161 days",218.3%/23.15%/61.44%,40.9896 (Avg % Gain of Historic Winning trades)/36.14 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/80.81637 (Backtested Best)/31.267785 (Backtested Worst)/40.989616 (Backtested Avg),2031-03-11 (Farthest)/2026-04-13 (Earliest)/2028-03-14 (Avg),"14.85%, 161 days","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 29.16), 14.85% above",161 days,No Information,No Information,No Information,No Information,No Information,37.81% above/14.35% above/14.85% above,"75.81%, 80.33%",1499 days/261 days/745 days,2031-03-11/2026-04-13/2028-03-14,7.15%,5.75%,1.4%,0.67,0.23,28.4546/40.9896/36.14/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/24.8529/22.354/No F-Track Level/No F-Track Level,23.6/19.99,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,No Price Target,2025-11-02 (Avg),2025-11-11 (Price: 3.52) (Today),"2025-11-11 (Price: 3.52), 3.83% above","92.86%, Past 20 years, 14",5.29%/13.27%,"3.83%, 182 days",27.18%/3.25%/17.61%,3.7063 (Historic Rise or Fall to Pivot)/3.987 (Avg % Gain of Historic Winning trades)/4.25 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.311402 (Backtested Best)/3.986979 (Backtested Avg),2026-06-15 (Farthest),"3.83%, 182 days","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-11 (Price: 3.52), 3.83% above",182 days,No Information,No Information,No Information,No Information,No Information,23.51% above/7.65% above/3.83% above,"37.82%, 49.28%",326 days/107 days/171 days,2026-06-15/2025-08-01/2025-11-02,13.88%,0.95%,12.92%,0.67,0.0,3.7063/3.987/4.25/7.985/12.7156/14.3053,2.83/3.3133/3.1474/16.1988/No F-Track Level/No F-Track Level,2.96/3.02,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"EBO.NZ, Long, 2025-02-09 (Price: 41.55)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 28.2) (Today),"2025-11-11 (Price: 28.2), 32.13% below","88.57%, Past 10 years, 35",49.09%/51.35%,"-32.13%, 196 days",19.42%/1.19%/6.66%,42.6802 (Historic Rise or Fall to Pivot)/44.3172 (Avg % Gain of Historic Winning trades)/44.88 (Exit Rule)/46.625 (Horizontal)/51.6772 (F-Stack 1)/55.325 (F-Stack 2)/49.619009999999996 (Backtested Best)/42.044444999999996 (Backtested Worst)/44.317229999999995 (Backtested Avg),2026-03-20 (Farthest),"-32.13%, 196 days","Weekly, is CONFIRMED on 2025-02-07",Already confirmed,"2025-11-11 (Price: 28.2), 32.13% below",196 days,No Information,No Information,No Information,No Information,No Information,29.5% below/31.22% below/32.13% below,"17.86%, 31.1%",279 days/24 days/78 days,2026-03-20/2025-03-15/2025-06-01,9.95%,10.41%,-0.45%,0.76,0.41,42.6802/44.3172/44.88/46.625/51.6772/55.325,36.45/21.4/41.5494/33.2406/No F-Track Level/No F-Track Level,37.58/35.94,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-02-02 (Price: 238.35)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 211.77) (Today),"2025-11-11 (Price: 211.77), 11.15% below","93.48%, Past 10 years, 46",14.7%/16.99%,"-11.15%, 201 days",19.54%/1.91%/8.14%,247.741 (Historic Rise or Fall to Pivot)/257.7517 (Avg % Gain of Historic Winning trades)/255.83 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/284.92359 (Backtested Best)/242.90248499999996 (Backtested Worst)/257.75169 (Backtested Avg),2025-12-23 (Farthest),"-11.15%, 201 days","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-11 (Price: 211.77), 11.15% below",201 days,No Information,No Information,No Information,No Information,No Information,4.41% below/11.15% below/11.15% below,"14.41%, 50.63%",224 days/19 days/67 days,2025-12-23/2025-03-01/2025-05-10,14.54%,25.41%,-10.87%,1.13,0.93,247.741/257.7517/240.71/255.83/367.2583/388.6839,208.54/187.425/229.0045/147.1212/No F-Track Level/No F-Track Level,218.08/230.01,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"META, Long, 2025-01-31 (Price: 689.18)",Monthly,No Price Target,2025-11-09 (Avg),2025-11-11 (Price: 627.08) (Today),"2025-11-11 (Price: 627.08), 9.01% below","87.5%, Past 20 years, 8",26.84%/31.51%,"-9.01%, 202 days",27.48%/19.66%/21.77%,795.3826 (Historic Rise or Fall to Pivot)/839.2145 (Avg % Gain of Historic Winning trades)/981.54 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/878.566664 (Backtested Best)/824.672788 (Backtested Worst)/839.214486 (Backtested Avg),2026-02-13 (Farthest),"-9.01%, 202 days","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-11 (Price: 627.08), 9.01% below",202 days,No Information,No Information,No Information,No Information,No Information,9.19% above/9.01% below/9.01% below,"18.24%, 27.64%",261 days/87 days/195 days,2026-02-13/2025-06-06/2025-11-09,16.0%,25.21%,-9.21%,0.74,0.8,795.3826/839.2145/981.54/No Horizontal Resistance/842.484/1305.5879,93.16/241.8667/556.264/3267.3398/No F-Track Level/No F-Track Level,609.95/540.65,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2025-01-26 (Price: 51.41)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 33.85) (Today),"2025-11-11 (Price: 33.85), 34.16% below","75.0%, Past 10 years, 32",53.61%/55.02%,"-34.16%, 206 days",33.31%/2.07%/12.97%,51.9961 (Historic Rise or Fall to Pivot)/58.0779 (Avg % Gain of Historic Winning trades)/54.81 (Exit Rule)/72.5033 (Horizontal)/68.53467099999999 (Backtested Best)/52.47418699999999 (Backtested Worst)/58.077876999999994 (Backtested Avg),2026-02-19 (Farthest),"-34.16%, 206 days","Weekly, is CONFIRMED on 2025-01-24",Already confirmed,"2025-11-11 (Price: 33.85), 34.16% below",206 days,No Information,No Information,No Information,No Information,No Information,25.82% below/34.16% below/34.16% below,"37.54%, 76.03%",269 days/19 days/77 days,2026-02-19/2025-02-22/2025-05-17,5.85%,6.38%,-0.53%,0.22,0.26,51.9961/58.0779/54.81/72.5033/No Next Fib Ext/No Next Fib Ext,44.42/40.175/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,46.95/45.79,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2024-12-31 (Price: 21.16)",Quarterly,No Price Target,No Date Target,2025-09-30 (Price: 28.79),"2025-11-11 (Price: 29.16), 37.81% above","95.0%, Past 55 years, 20",10.36%/11.25%,"37.81%, 225 days",148.89%/53.31%/107.71%,43.9514 (Avg % Gain of Historic Winning trades)/32.18 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/52.665124000000006 (Backtested Best)/32.440396 (Backtested Worst)/43.951435999999994 (Backtested Avg),2037-02-26 (Farthest)/2027-11-01 (Earliest)/2031-01-17 (Avg),"36.06%, 195 days","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-11 (Price: 29.16), 37.81% above",225 days,No Information,No Information,No Information,"61.8% (Price: 15.3986), 89.37% above, Upmove Bounce Back","2019-03-31 (Price: 8.382), 2022-03-31 (Price: 26.75)",No Information,"47.27%, 64.81%",3066 days/715 days/1525 days,2037-02-26/2027-11-01/2031-01-17,5.91%,5.75%,0.16%,0.46,0.23,22.3428/43.9514/32.18/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level,28.81/25.94,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-11-30 (Price: 12.85)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 12.6) (Today),"2025-11-11 (Price: 12.6), 1.95% below","93.75%, Past 20 years, 16",5.08%/9.37%,"-1.95%, 246 days",20.0%/3.04%/11.21%,13.7803 (Historic Rise or Fall to Pivot)/14.2905 (Avg % Gain of Historic Winning trades)/17.62 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.419999999999998 (Backtested Best)/13.240639999999999 (Backtested Worst)/14.290485 (Backtested Avg),2026-03-17 (Farthest),"-1.95%, 246 days","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2025-11-11 (Price: 12.6), 1.95% below",246 days,No Information,No Information,No Information,No Information,No Information,1.95% below/2.33% below/1.95% below,"12.82%, 18.64%",326 days/108 days/191 days,2026-03-17/2025-05-05/2025-09-02,9.36%,12.75%,-3.38%,0.87,0.54,13.7803/14.2905/17.62/No Horizontal Resistance/18.927/29.733,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level,12.47/11.29,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
