Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"XLE, Long, 2008-12-31 (Price: 47.77)",Monthly,95.1255 (F-Stack 2),No Date Target,No Exit Yet,"2025-10-31 (Price: 88.13), 84.49% above","95.45%, Past 26 years, 22",No Next Target,"84.49%, 4392 days",37.26%/3.77%/23.43%,No Next Target,No Next Date Target,"84.49%, 4392 days","Monthly, was CONFIRMED on 2008-12-31",Already confirmed,"2025-10-31 (Price: 88.13), 84.49% above",4392 days,No Information,No Information,No Information,"78.6% (Price: 38.9191), 126.44% above, Upmove Bounce Back","2000-02-29 (Price: 24.625), 2008-05-31 (Price: 91.42)",No Information,"1.27%, 62.76%",1761 days/239 days/834 days,2015-12-25/2009-12-12/2012-04-21,6.08%,5.02%,1.06%,0.67,0.16,49.2891/58.9625/87.85/79.0925/88.8033/95.1255,21.16/30.6933/47.6392/41.3971/No F-Track Level/No F-Track Level,88.46/86.97,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2008-12-21 (Price: 25.5)",Weekly,No Price Target,No Date Target,2011-08-21 (Price: 43.71),"2025-10-31 (Price: 51.19), 100.75% above","91.67%, Past 20 years, 24",No Next Target,"100.75%, 4399 days",38.42%/0.47%/23.39%,No Next Target,No Next Date Target,"71.41%, 694 days","Weekly, was CONFIRMED on 2008-12-21",Already confirmed,"2025-10-31 (Price: 51.19), 100.75% above",4399 days,No Information,No Information,No Information,"50% (Price: 23.5413), 117.45% above, Upmove Bounce Back","1996-09-01 (Price: 6.5625), 2008-01-13 (Price: 40.52)",No Information,"6.58%, 45.46%",1214 days/239 days/795 days,2013-10-14/2009-12-02/2012-02-15,5.67%,4.84%,0.83%,0.36,0.14,26.242/31.4644/45.87/40.4225/41.6622/52.4418,23.75/14.0875/22.6577/18.096/No F-Track Level/No F-Track Level,53.61/47.18,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-10-31 (Price: 150.37)",Daily,No Price Target,2025-11-01 (Earliest),No Exit Yet,"2025-10-31 (Price: 150.37), 0.0% below","87.8%, Past 5 years, 41",-18.96%/-14.83%,"-0.0%, 0 days",5.11%/0.07%/3.2%,149.4227 (Historic Rise or Fall to Pivot)/145.5582 (Avg % Gain of Historic Winning trades)/148.83 (Exit Rule)/121.86 (Horizontal)/147.1065 (F-Stack 1)/128.0678 (F-Stack 2),2025-12-17 (Farthest)/2025-11-01 (Earliest)/2025-11-21 (Avg),"-0.0%, 0 days","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 150.37), 0.0% below",0 days,No Information,No Information,No Information,"61.8% (Price: 156.0546), 3.64% below, Downmove Bounce Back","2025-10-31 (Price: 151.1), 2025-10-31 (Price: 148.53)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-12-17/2025-11-01/2025-11-21,7.68%,5.1%,2.58%,0.26,-0.0,149.4227/145.5582/148.83/121.86/147.1065/128.0678,152.49/121.86/147.1065/128.0678/187.8025/192.6036,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Short, 2025-10-29 (Price: 36.99)",Daily,No Price Target,2025-10-30 (Earliest),No Exit Yet,"2025-10-31 (Price: 36.22), 2.08% below","89.06%, Past 5 years, 64",-41.5%/-29.07%,"2.08%, 2 days",10.18%/2.24%/4.53%,36.0985 (Historic Rise or Fall to Pivot)/35.3144 (Avg % Gain of Historic Winning trades)/25.6925 (Horizontal)/32.7076 (F-Stack 1)/21.1884 (F-Stack 2),2025-12-12 (Farthest)/2025-11-09 (Avg),"2.08%, 2 days","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 36.22), 2.08% below",2 days,No Information,No Information,No Information,"61.8% (Price: 37.5034), 3.42% below, Downmove Bounce Back","2025-10-31 (Price: 36.38), 2025-10-31 (Price: 35.935)",No Information,"10.98%, 10.18%",31 days/1 days/8 days,2025-12-12/2025-10-30/2025-11-09,16.48%,5.1%,11.38%,0.21,0.27,36.0985/35.3144/36.72/25.6925/32.7076/21.1884,37.18/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,35.48/34.93,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Short, 2025-10-23 (Price: 134.25)",Daily,No Price Target,2025-11-03 (Avg),No Exit Yet,"2025-10-31 (Price: 134.49), 0.18% above","87.5%, Past 5 years, 40",-58.5%/-35.45%,"-0.18%, 6 days",4.67%/0.57%/2.83%,127.762 (Horizontal)/86.815 (F-Stack 1)/55.8095 (F-Stack 2),2025-11-16 (Farthest)/2025-11-03 (Avg),"-0.18%, 6 days","Daily, was CONFIRMED on 2025-10-23",Already confirmed,"2025-10-31 (Price: 134.49), 0.18% above",6 days,No Information,No Information,No Information,"50% (Price: 136.44), 1.43% below, Downmove Bounce Back","2025-10-31 (Price: 139.5), 2025-10-31 (Price: 133.93)",No Information,"2.07%, 5.65%",17 days/3 days/8 days,2025-11-16/2025-10-27/2025-11-03,6.01%,5.1%,0.91%,0.15,-0.19,132.6659/130.4507/130.91/127.762/86.815/55.8095,136.43/127.762/86.815/55.8095/No F-Track Level/No F-Track Level,131.99/138.6,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-10-13 (Price: 147.49)",Daily,No Price Target,2025-11-03 (Avg),2025-10-15 (Price: 147.42),"2025-10-31 (Price: 150.37), 1.95% above","87.8%, Past 5 years, 41",-21.83%/-18.96%,"-1.95%, 14 days",5.11%/0.07%/3.2%,146.5608 (Historic Rise or Fall to Pivot)/142.7703 (Avg % Gain of Historic Winning trades)/140.43 (Exit Rule)/121.86 (Horizontal)/140.2317 (F-Stack 1)/117.5404 (F-Stack 2),2025-11-29 (Farthest)/2025-11-03 (Avg),"0.05%, 2 days","Daily, was CONFIRMED on 2025-10-13",Already confirmed,"2025-10-31 (Price: 150.37), 1.95% above",14 days,No Information,No Information,No Information,"88.6% (Price: 151.2506), 0.58% below, Upmove Break Below","2025-07-31 (Price: 149.91), 2025-09-17 (Price: 161.67)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-11-29/2025-10-14/2025-11-03,7.68%,5.1%,2.58%,0.26,-0.0,146.5608/142.7703/140.43/121.86/140.2317/117.5404,160.33/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
OSCILLATOR DELTA,"BRK-B, Short, 2025-10-09 (Price: 496.74)",Daily,No Price Target,2025-11-02 (Farthest),2025-10-14 (Price: 495.97),"2025-10-31 (Price: 477.59), 3.86% below","87.88%, Past 6 years, 33",-43.87%/-5.83%,"3.86%, 16 days",4.43%/0.09%/1.39%,268.082 (Horizontal)/449.7662 (F-Stack 2),2025-11-02 (Farthest),"0.16%, 3 days","Daily, is Confirmed on 2025-10-09",No Cancellation Possible,"2025-10-31 (Price: 477.59), 3.86% below",16 days,No Information,No Information,No Information,No Information,No Information,No Information,"4.75%, 6.36%",17 days/1 days/5 days,2025-11-02/2025-10-10/2025-10-16,8.78%,5.1%,3.68%,0.35,0.64,487.6/489.8353/488.72/268.082/491.88/449.7662,No Recent Maxima/268.082/491.88/449.7662/No F-Track Level/No F-Track Level,493.8/494.54,83.33%/12/5 days (Across ALL Assets),60.98%/41/5 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Short, 2025-10-08 (Price: 111.89)",Daily,No Price Target,No Date Target,2025-10-14 (Price: 111.17),"2025-10-31 (Price: 112.62), 0.65% above","91.3%, Past 5 years, 69",-29.48%/-21.41%,"-0.65%, 17 days",9.66%/0.05%/3.6%,109.0256 (Historic Rise or Fall to Pivot)/107.862 (Avg % Gain of Historic Winning trades)/79.415 (Horizontal)/94.0946 (F-Stack 1)/88.5027 (F-Stack 2),2025-12-02 (Farthest),"0.64%, 4 days","Daily, was CONFIRMED on 2025-10-08",Already confirmed,"2025-10-31 (Price: 112.62), 0.65% above",17 days,No Information,No Information,No Information,"38.2% (Price: 116.5633), 3.38% below, Downmove Bounce Back","2025-10-31 (Price: 113.1), 2025-10-31 (Price: 110.57)",No Information,"4.2%, 9.66%",38 days/1 days/7 days,2025-12-02/2025-10-09/2025-10-18,21.18%,5.1%,16.08%,0.52,-0.06,109.0256/107.862/110.37/79.415/94.0946/88.5027,118.84/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,114.13/110.06,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Short, 2025-10-06 (Price: 222.63)",Daily,No Price Target,No Date Target,2025-10-16 (Price: 211.09),"2025-10-31 (Price: 224.03), 0.63% above","87.23%, Past 5 years, 47",-37.51%/-34.33%,"-0.63%, 19 days",7.58%/0.11%/2.88%,188.685 (Horizontal)/147.1212 (F-Stack 1)/139.9966 (F-Stack 2),2025-11-09 (Farthest),"5.18%, 8 days","Daily, was CONFIRMED on 2025-10-06",Already confirmed,"2025-10-31 (Price: 224.03), 0.63% above",19 days,No Information,No Information,No Information,"88.6% (Price: 260.967), 14.15% below, Downmove Bounce Back","2025-10-31 (Price: 225.25), 2025-10-31 (Price: 212.73)",No Information,"13.11%, 8.6%",24 days/1 days/7 days,2025-11-09/2025-10-07/2025-10-16,8.29%,5.1%,3.19%,0.1,0.14,218.8008/216.2183/215.12/188.685/147.1212/139.9966,238.66/188.685/147.1212/139.9966/No F-Track Level/No F-Track Level,226.12/217.58,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Short, 2025-10-03 (Price: 51.24)",Daily,No Price Target,2025-10-30 (Farthest),2025-10-23 (Price: 51.85),"2025-10-31 (Price: 51.19), 0.1% below","89.47%, Past 5 years, 57",-44.31%/-32.33%,"0.1%, 20 days",9.47%/0.23%/3.61%,49.3902 (Avg % Gain of Historic Winning trades)/34.64 (Exit Rule)/28.5067 (Horizontal)/49.3734 (F-Stack 1)/41.6622 (F-Stack 2),No Next Date Target,"-1.19%, 14 days","Daily, was CONFIRMED on 2025-10-03",Already confirmed,"2025-10-31 (Price: 51.19), 0.1% below",20 days,No Information,No Information,No Information,"23.66% (Price: 52.7433), 2.95% below, Upmove Break Below","2023-08-16 (Price: 31.62), 2025-08-21 (Price: 59.29)",No Information,"10.15%, 9.93%",19 days/1 days/7 days,2025-10-30/2025-10-04/2025-10-13,13.92%,5.1%,8.82%,0.34,0.41,50.6559/49.3902/34.64/28.5067/49.3734/41.6622,57.31/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level,53.61/47.18,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Short, 2025-10-02 (Price: 112.14)",Daily,No Price Target,No Date Target,2025-10-06 (Price: 112.75),"2025-10-31 (Price: 112.62), 0.43% above","91.3%, Past 5 years, 69",-29.48%/-24.18%,"-0.43%, 21 days",9.66%/0.05%/3.6%,109.2692 (Historic Rise or Fall to Pivot)/108.103 (Avg % Gain of Historic Winning trades)/85.39 (Exit Rule)/79.415 (Horizontal)/94.0946 (F-Stack 1)/88.5027 (F-Stack 2),2025-11-26 (Farthest),"-0.54%, 2 days","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2025-10-31 (Price: 112.62), 0.43% above",21 days,No Information,No Information,No Information,"23.66% (Price: 114.14), 1.33% below, Upmove Break Below","2025-04-07 (Price: 80.1), 2025-06-30 (Price: 124.69)",No Information,"4.2%, 9.66%",38 days/1 days/7 days,2025-11-26/2025-10-03/2025-10-12,21.18%,5.1%,16.08%,0.52,-0.06,109.2692/108.103/85.39/79.415/94.0946/88.5027,118.84/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,114.13/110.06,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Short, 2025-09-24 (Price: 52.38)",Daily,No Price Target,No Date Target,2025-10-08 (Price: 51.6),"2025-10-31 (Price: 51.19), 2.27% below","89.47%, Past 5 years, 57",-44.31%/-26.35%,"2.27%, 27 days",9.47%/0.23%/3.61%,50.4891 (Avg % Gain of Historic Winning trades)/37.7 (Exit Rule)/28.5067 (Horizontal)/49.3734 (F-Stack 1)/41.6622 (F-Stack 2),No Next Date Target,"1.49%, 10 days","Daily, was CONFIRMED on 2025-09-24",Already confirmed,"2025-10-31 (Price: 51.19), 2.27% below",27 days,No Information,No Information,No Information,"23.66% (Price: 53.5004), 4.32% below, Upmove Break Below","2025-01-13 (Price: 34.82), 2025-08-21 (Price: 59.29)",No Information,"10.15%, 9.93%",19 days/1 days/7 days,2025-10-21/2025-09-25/2025-10-04,13.92%,5.1%,8.82%,0.34,0.41,51.7829/50.4891/37.7/28.5067/49.3734/41.6622,57.31/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level,53.61/47.18,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Short, 2025-09-24 (Price: 34.46)",Daily,No Price Target,No Date Target,2025-10-07 (Price: 34.91),"2025-10-31 (Price: 36.22), 5.11% above","89.06%, Past 5 years, 64",-41.5%/-29.07%,"-5.11%, 27 days",10.18%/2.24%/4.53%,33.6295 (Historic Rise or Fall to Pivot)/32.899 (Avg % Gain of Historic Winning trades)/25.6925 (Horizontal)/32.7076 (F-Stack 1)/21.1884 (F-Stack 2),2025-11-07 (Farthest),"-1.31%, 9 days","Daily, was CONFIRMED on 2025-09-24",Already confirmed,"2025-10-31 (Price: 36.22), 5.11% above",27 days,No Information,No Information,No Information,"38.2% (Price: 36.647), 1.17% below, Downmove Bounce Back","2025-10-31 (Price: 36.38), 2025-10-31 (Price: 35.935)",No Information,"10.98%, 10.18%",31 days/1 days/8 days,2025-11-07/2025-09-25/2025-10-05,16.48%,5.1%,11.38%,0.21,0.27,33.6295/32.899/34.19/25.6925/32.7076/21.1884,35.97/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,35.48/34.93,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-09-24 (Price: 152.42)",Daily,No Price Target,No Date Target,2025-09-25 (Price: 152.15),"2025-10-31 (Price: 150.37), 1.34% below","87.8%, Past 5 years, 41",-21.83%/-18.96%,"1.34%, 27 days",5.11%/0.07%/3.2%,147.5426 (Avg % Gain of Historic Winning trades)/121.86 (Horizontal)/140.2317 (F-Stack 1)/117.5404 (F-Stack 2),2025-11-10 (Farthest),"0.18%, 1 days","Daily, was CONFIRMED on 2025-09-24",Already confirmed,"2025-10-31 (Price: 150.37), 1.34% below",27 days,No Information,No Information,No Information,"78.6% (Price: 160.3088), 6.2% below, Downmove Bounce Back","2025-10-31 (Price: 151.1), 2025-10-31 (Price: 148.53)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-11-10/2025-09-25/2025-10-15,7.68%,5.1%,2.58%,0.26,-0.0,151.4598/147.5426/150.88/121.86/140.2317/117.5404,160.33/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
OSCILLATOR DELTA,"PG, Short, 2025-09-22 (Price: 153.07)",Daily,No Price Target,No Date Target,2025-09-24 (Price: 152.42),"2025-10-31 (Price: 150.44), 1.72% below","85.71%, Past 6 years, 35",-21.87%/-19.0%,"1.72%, 29 days",5.85%/0.04%/1.42%,145.8145 (Historic Rise or Fall to Pivot)/121.86 (Horizontal)/140.2317 (F-Stack 1)/117.5404 (F-Stack 2),No Next Date Target,"0.42%, 2 days","Daily, is Confirmed on 2025-09-22",No Cancellation Possible,"2025-10-31 (Price: 150.44), 1.72% below",29 days,No Information,No Information,No Information,No Information,No Information,No Information,"3.93%, 6.99%",20 days/1 days/5 days,2025-10-20/2025-09-23/2025-09-29,9.02%,5.1%,3.92%,0.31,0.12,145.8145/150.8964/148.36/121.86/140.2317/117.5404,No Recent Maxima/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,153.91/160.91,83.33%/12/5 days (Across ALL Assets),60.98%/41/5 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Short, 2025-09-18 (Price: 234.64)",Daily,No Price Target,No Date Target,2025-10-06 (Price: 222.63),"2025-10-31 (Price: 224.03), 4.52% below","87.23%, Past 5 years, 47",-34.33%/-15.78%,"4.52%, 31 days",7.58%/0.11%/2.88%,188.685 (Horizontal)/147.1212 (F-Stack 2),No Next Date Target,"5.12%, 12 days","Daily, was CONFIRMED on 2025-09-18",Already confirmed,"2025-10-31 (Price: 224.03), 4.52% below",31 days,No Information,No Information,No Information,"88.6% (Price: 218.5365), 2.51% above, Downmove Bounce Back","2025-10-31 (Price: 225.25), 2025-10-31 (Price: 212.73)",No Information,"13.11%, 8.6%",24 days/1 days/7 days,2025-10-22/2025-09-19/2025-09-28,8.29%,5.1%,3.19%,0.1,0.14,230.6042/227.8824/227.13/188.685/229.0045/147.1212,238.36/188.685/229.0045/147.1212/No F-Track Level/No F-Track Level,226.12/217.58,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Short, 2025-09-12 (Price: 129.39)",Daily,No Price Target,No Date Target,2025-09-15 (Price: 131.27),"2025-10-31 (Price: 134.49), 3.94% above","87.5%, Past 5 years, 40",-58.5%/-35.45%,"-3.94%, 35 days",4.67%/0.57%/2.83%,125.7283 (Avg % Gain of Historic Winning trades)/126.05 (Exit Rule)/86.815 (F-Stack 1)/55.8095 (F-Stack 2),No Next Date Target,"-1.45%, 1 days","Daily, was CONFIRMED on 2025-09-12",Already confirmed,"2025-10-31 (Price: 134.49), 3.94% above",35 days,No Information,No Information,No Information,"38.2% (Price: 136.5402), 1.5% below, Downmove Bounce Back","2025-10-31 (Price: 139.5), 2025-10-31 (Price: 133.93)",No Information,"2.07%, 5.65%",17 days/3 days/8 days,2025-10-06/2025-09-16/2025-09-23,6.01%,5.1%,0.91%,0.15,-0.19,127.8632/125.7283/126.05/128.828/86.815/55.8095,134.14/128.828/86.815/55.8095/No F-Track Level/No F-Track Level,131.99/138.6,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
OSCILLATOR DELTA,"BRK-B, Short, 2025-09-10 (Price: 490.08)",Daily,No Price Target,No Date Target,2025-09-30 (Price: 502.74),"2025-10-31 (Price: 477.59), 2.55% below","87.88%, Past 6 years, 33",-43.87%/-14.99%,"2.55%, 37 days",4.43%/0.09%/1.39%,268.082 (Horizontal)/449.7662 (F-Stack 1)/405.99 (F-Stack 2),No Next Date Target,"-2.58%, 14 days","Daily, is Confirmed on 2025-09-10",No Cancellation Possible,"2025-10-31 (Price: 477.59), 2.55% below",37 days,No Information,No Information,No Information,No Information,No Information,No Information,"4.75%, 6.36%",17 days/1 days/5 days,2025-10-04/2025-09-11/2025-09-17,8.78%,5.1%,3.68%,0.35,0.64,481.0625/483.2679/482.17/268.082/449.7662/405.99,No Recent Maxima/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.8/494.54,83.33%/12/5 days (Across ALL Assets),60.98%/41/5 days (Across ALL Assets)
OSCILLATOR DELTA,"BRK-B, Short, 2025-09-03 (Price: 501.49)",Daily,No Price Target,No Date Target,2025-09-11 (Price: 496.91),"2025-10-31 (Price: 477.59), 4.77% below","87.88%, Past 6 years, 33",-43.87%/-5.83%,"4.77%, 42 days",4.43%/0.09%/1.39%,268.082 (Horizontal)/449.7662 (F-Stack 2),No Next Date Target,"0.91%, 6 days","Daily, is Confirmed on 2025-09-03",No Cancellation Possible,"2025-10-31 (Price: 477.59), 4.77% below",42 days,No Information,No Information,No Information,No Information,No Information,No Information,"4.75%, 6.36%",17 days/1 days/5 days,2025-09-27/2025-09-04/2025-09-10,8.78%,5.1%,3.68%,0.35,0.64,492.2626/494.5193/493.39/268.082/491.88/449.7662,No Recent Maxima/268.082/491.88/449.7662/No F-Track Level/No F-Track Level,493.8/494.54,83.33%/12/5 days (Across ALL Assets),60.98%/41/5 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Short, 2025-08-28 (Price: 35.56)",Daily,No Price Target,No Date Target,2025-09-04 (Price: 35.32),"2025-10-31 (Price: 36.22), 1.86% above","89.06%, Past 5 years, 64",-41.5%/-29.07%,"-1.86%, 46 days",10.18%/2.24%/4.53%,33.9491 (Avg % Gain of Historic Winning trades)/27.33 (Exit Rule)/25.6925 (Horizontal)/32.7076 (F-Stack 1)/21.1884 (F-Stack 2),No Next Date Target,"0.67%, 5 days","Daily, was CONFIRMED on 2025-08-28",Already confirmed,"2025-10-31 (Price: 36.22), 1.86% above",46 days,No Information,No Information,No Information,"23.66% (Price: 36.5577), 0.92% below, Upmove Break Below","2024-02-13 (Price: 26.08), 2025-07-23 (Price: 39.805)",No Information,"10.98%, 10.18%",31 days/1 days/8 days,2025-10-11/2025-08-29/2025-09-08,16.48%,5.1%,11.38%,0.21,0.27,34.703/33.9491/27.33/25.6925/32.7076/21.1884,39.47/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,35.48/34.93,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Short, 2025-08-25 (Price: 36.405)",Daily,No Price Target,No Date Target,2025-09-02 (Price: 34.945),"2025-10-31 (Price: 36.22), 0.51% below","89.06%, Past 5 years, 64",-41.5%/-29.07%,"0.51%, 49 days",10.18%/2.24%/4.53%,25.6925 (Horizontal)/32.7076 (F-Stack 1)/21.1884 (F-Stack 2),No Next Date Target,"4.01%, 6 days","Daily, was CONFIRMED on 2025-08-25",Already confirmed,"2025-10-31 (Price: 36.22), 0.51% below",49 days,No Information,No Information,No Information,"23.66% (Price: 37.6081), 3.69% below, Downmove Bounce Back","2025-10-31 (Price: 36.38), 2025-10-31 (Price: 35.935)",No Information,"10.98%, 10.18%",31 days/1 days/8 days,2025-10-08/2025-08-26/2025-09-05,16.48%,5.1%,11.38%,0.21,0.27,35.5276/34.7559/36.14/25.6925/32.7076/21.1884,39.47/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,35.48/34.93,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Short, 2025-08-19 (Price: 57.47)",Daily,No Price Target,No Date Target,2025-09-02 (Price: 55.24),"2025-10-31 (Price: 51.19), 10.93% below","89.47%, Past 5 years, 57",-44.31%/-3.55%,"10.93%, 53 days",9.47%/0.23%/3.61%,28.5067 (Horizontal)/49.3734 (F-Stack 2),No Next Date Target,"3.88%, 10 days","Daily, was CONFIRMED on 2025-08-19",Already confirmed,"2025-10-31 (Price: 51.19), 10.93% below",53 days,No Information,No Information,No Information,"88.6% (Price: 49.2152), 4.01% above, Downmove Bounce Back","2025-10-31 (Price: 51.5179), 2025-10-31 (Price: 51.035)",No Information,"10.15%, 9.93%",19 days/1 days/7 days,2025-09-15/2025-08-20/2025-08-29,13.92%,5.1%,8.82%,0.34,0.41,56.8148/55.3953/57.18/28.5067/52.4418/49.3734,58.33/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level,53.61/47.18,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Short, 2025-08-08 (Price: 112.43)",Daily,No Price Target,No Date Target,2025-08-13 (Price: 116.64),"2025-10-31 (Price: 112.62), 0.17% above","91.3%, Past 5 years, 69",-29.48%/-21.9%,"-0.17%, 60 days",9.66%/0.05%/3.6%,108.3825 (Avg % Gain of Historic Winning trades)/87.96 (Exit Rule)/79.415 (Horizontal)/94.0946 (F-Stack 1)/88.5027 (F-Stack 2),No Next Date Target,"-3.74%, 3 days","Daily, was CONFIRMED on 2025-08-08",Already confirmed,"2025-10-31 (Price: 112.62), 0.17% above",60 days,No Information,No Information,No Information,"23.66% (Price: 115.0415), 2.1% below, Upmove Break Below","2024-08-08 (Price: 83.91), 2025-06-30 (Price: 124.69)",No Information,"4.2%, 9.66%",38 days/1 days/7 days,2025-10-02/2025-08-09/2025-08-18,21.18%,5.1%,16.08%,0.52,-0.06,109.5518/108.3825/87.96/79.415/94.0946/88.5027,122.94/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,114.13/110.06,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Short, 2025-08-06 (Price: 115.17)",Daily,No Price Target,No Date Target,2025-08-13 (Price: 116.64),"2025-10-31 (Price: 112.62), 2.21% below","91.3%, Past 5 years, 69",-29.48%/-21.41%,"2.21%, 62 days",9.66%/0.05%/3.6%,90.8 (Exit Rule)/79.415 (Horizontal)/94.0946 (F-Stack 1)/88.5027 (F-Stack 2),No Next Date Target,"-1.28%, 5 days","Daily, was CONFIRMED on 2025-08-06",Already confirmed,"2025-10-31 (Price: 112.62), 2.21% below",62 days,No Information,No Information,No Information,"23.66% (Price: 115.0793), 2.14% below, Upmove Break Below","2022-12-28 (Price: 84.07), 2025-06-30 (Price: 124.69)",No Information,"4.2%, 9.66%",38 days/1 days/7 days,2025-09-30/2025-08-07/2025-08-16,21.18%,5.1%,16.08%,0.52,-0.06,112.2216/111.0239/90.8/79.415/94.0946/88.5027,122.94/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,114.13/110.06,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
