Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-10-09 (Price: 37.58) (Today),"24.93%, 333 days","100.0%, Past 23 years, 5","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-10-09 (Price: 37.58), 24.93% above",333 days,No Information,No Information,No Information,"50% (Price: 19.875), 89.08% above, Upmove Bounce Back","2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",No Information,619.75%/487.3%/565.36%,"-0.0%, 48.03%",3587 days/3066 days/3326 days,2038-09-20/2036-08-26/2037-09-07,20.2%,14.17%,6.03%,1.15,0.51,42.3767/200.1403/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No Fib Ret Level/No Fib Ret Level,37.32/36.19,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
FRACTAL TRACK,"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-09 (Price: 1.736) (Today),"-0.07%, 138 days","100.0%, Past 55 years, 6","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-10-09 (Price: 1.736), 0.07% below",138 days,No Information,No Information,No Information,"23.66% (Price: 1.6865), 2.94% above, Upmove Bounce Back","2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",No Information,5.36%/5.36%/5.36%,"-0.0%, 7.18%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,4.4%,-2.48%,6.88%,0.41,-0.97,1.7021/1.8303/1.89/1.879/4.0285/5.5304,1.68/1.6718/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,1.73/1.72,83.64%/55/1306 days (Across ALL Assets),69.7%/132/363 days (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2025-10-09 (Price: 980.54) (Today),"12.73%, 441 days","81.82%, Past 20 years, 11","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2025-10-09 (Price: 980.54), 12.73% above",441 days,No Information,No Information,No Information,No Information,No Information,12.73% above/12.73% above/12.73% above,87.33%/9.04%/30.99%,"25.63%, 59.07%",349 days/129 days/209 days,2025-06-19/2024-08-04/2024-11-28,9.62%,11.76%,-2.14%,0.7,0.42,1081.0993/1139.3772/1286.69/888.525/1034.6774/1091.1724,588.66/188.78/832.8601/749.8177/No Fib Ret Level/No Fib Ret Level,737.22/678.52,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-05-04 (Price: 539.8)",2025-10-09 (Price: 496.74) (Today),"-7.98%, 113 days","92.86%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-05-02",Already confirmed,"2025-10-09 (Price: 496.74), 7.98% below",113 days,No Information,No Information,No Information,No Information,No Information,7.98% below/7.98% below/7.98% below,11.6%/2.4%/5.53%,"8.15%, 14.06%",209 days/24 days/67 days,2026-03-02/2025-06-07/2025-08-09,7.99%,12.36%,-4.37%,0.98,0.55,582.984/569.6509/624.66/No Horizontal Resistance/533.0296/630.85,442.66/268.082/491.88/449.7662/No Fib Ret Level/No Fib Ret Level,516.28/472.29,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-09-30 (Price: 233.0)",2025-10-09 (Price: 254.04) (Today),"9.03%, 268 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-10-09 (Price: 254.04), 9.03% above",268 days,No Information,No Information,No Information,No Information,No Information,9.03% above/9.03% above/9.03% above,98.28%/8.74%/32.83%,"1.42%, 40.56%",651 days/107 days/218 days,2027-04-30/2025-03-03/2025-08-11,17.27%,27.55%,-10.28%,1.08,0.9,340.3431/309.4939/275.29/No Horizontal Resistance/294.7231/309.0801,170.33/136.9225/189.8723/119.0319/No Fib Ret Level/No Fib Ret Level,222.27/197.37,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"XLF, Long, 2025-09-18 (Price: 54.13)",2025-10-09 (Price: 53.32) (Today),"-1.5%, 15 days","84.62%, Past 4 years, 13","Daily, is CONFIRMED on 2025-09-18",Already confirmed,"2025-10-09 (Price: 53.32), 1.5% below",15 days,No Information,No Information,No Information,No Information,No Information,1.41% below/1.5% below/1.5% below,5.21%/1.0%/2.25%,"10.98%, 16.27%",80 days/4 days/20 days,2026-01-11/2025-09-23/2025-10-16,3.15%,10.98%,-7.83%,0.05,0.41,54.8283/55.3479/65.07/No Horizontal Resistance/70.6138/110.4396,53.07/30.1167/45.9996/174.8795/No Fib Ret Level/No Fib Ret Level,52.89/50.62,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-09-30 (Price: 65.01)",2025-10-09 (Price: 65.57) (Today),"0.86%, 7 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 65.57), 0.86% above",7 days,No Information,No Information,No Information,No Information,No Information,0.86% above/0.86% above/0.86% above,12.34%/1.81%/5.37%,"10.41%, 24.22%",371 days/261 days/319 days,2027-03-21/2026-10-13/2027-01-05,0.86%,0.96%,-0.1%,0.14,-0.1,66.4207/68.501/74.28/No Horizontal Resistance/69.6679/76.9985,52.16/45.07/61.9685/307.3483/No Fib Ret Level/No Fib Ret Level,62.96/58.09,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"XLY, Long, 2024-12-31 (Price: 224.35)",2025-10-09 (Price: 235.22) (Today),"4.85%, 202 days","72.73%, Past 20 years, 11","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2025-10-09 (Price: 235.22), 4.85% above",202 days,No Information,No Information,No Information,No Information,No Information,5.81% above/4.85% above/4.85% above,32.12%/5.86%/16.97%,"48.83%, 51.92%",392 days/132 days/216 days,2026-07-21/2025-07-10/2025-11-08,3.47%,9.24%,-5.77%,0.28,0.36,262.2652/262.4222/271.64/No Horizontal Resistance/250.963/267.8313,129.16/134.482/172.2248/113.1365/No Fib Ret Level/No Fib Ret Level,218.42/192.45,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"TCS.NS, Long, 2025-06-10 (Price: 3462.8999)",2025-10-09 (Price: 3061.7) (Today),"-11.59%, 87 days","89.47%, Past 4 years, 19","Daily, is CONFIRMED on 2025-06-10",Already confirmed,"2025-10-09 (Price: 3061.7), 11.59% below",87 days,No Information,No Information,No Information,No Information,No Information,9.53% below/11.59% below/11.59% below,5.1%/0.84%/3.02%,"12.98%, 25.8%",93 days/5 days/17 days,2025-10-22/2025-06-17/2025-07-04,6.82%,6.39%,0.43%,0.3,0.22,3667.9036/3567.4795/4063.59/4543.575/5142.5725/5692.579,3371.1/2911.025/3006.8346/2637.2425/No Fib Ret Level/No Fib Ret Level,3444.71/3955.18,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"TCS.NS, Long, 2024-08-31 (Price: 4553.75)",2025-10-09 (Price: 3061.7) (Today),"-32.77%, 288 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-10-09 (Price: 3061.7), 32.77% below",288 days,No Information,No Information,No Information,No Information,No Information,32.77% below/32.77% below/32.77% below,34.6%/4.61%/18.38%,"0%, 13.31%",281 days/129 days/182 days,2025-10-12/2025-03-05/2025-05-21,9.86%,19.82%,-9.96%,1.54,0.62,5209.9454/5390.7292/5930.24/No Horizontal Resistance/5051.5642/5692.579,3004.55/2272.475/4231.4862/3595.5983/No Fib Ret Level/No Fib Ret Level,4209.08/3931.21,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-10-08 (Price: 244.27)",2025-10-09 (Price: 246.4) (Today),"0.87%, 1 days","92.31%, Past 4 years, 13","Daily, is CONFIRMED on 2025-10-08",Already confirmed,"2025-10-09 (Price: 246.4), 0.87% above",1 days,No Information,No Information,No Information,No Information,No Information,1.76% above/0.87% above/0.87% above,12.97%/1.23%/3.87%,"4.22%, 15.72%",43 days/6 days/16 days,2025-12-09/2025-10-16/2025-10-31,13.11%,12.7%,0.41%,0.82,0.47,263.9337/253.7232/279.99/366.6625/412.2037/473.5829,235.75/187.6063/216.7036/198.5041/No Fib Ret Level/No Fib Ret Level,246.9/266.14,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-09-17 (Price: 254.15)",2025-10-09 (Price: 246.4) (Today),"-3.05%, 16 days","92.31%, Past 4 years, 13","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-09 (Price: 246.4), 3.05% below",16 days,No Information,No Information,No Information,No Information,No Information,3.0% below/3.05% below/3.05% below,12.97%/1.23%/3.87%,"4.22%, 15.72%",43 days/6 days/16 days,2025-11-18/2025-09-25/2025-10-10,13.11%,12.7%,0.41%,0.82,0.47,274.6091/263.9856/261.86/366.6625/412.2037/473.5829,242.52/187.6063/216.7036/198.5041/No Fib Ret Level/No Fib Ret Level,251.51/270.62,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-07-31 (Price: 222.08)",2025-10-09 (Price: 254.04) (Today),"14.39%, 311 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2025-10-09 (Price: 254.04), 14.39% above",311 days,No Information,No Information,No Information,No Information,No Information,20.62% above/14.39% above/14.39% above,98.28%/8.74%/32.83%,"1.42%, 40.56%",651 days/107 days/218 days,2027-02-28/2025-01-01/2025-06-11,17.27%,27.55%,-10.28%,1.08,0.9,324.3923/294.9889/323.37/No Horizontal Resistance/294.7231/309.0801,170.33/136.9225/189.8723/119.0319/No Fib Ret Level/No Fib Ret Level,211.5/189.12,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2024-03-31 (Price: 136.05)",2025-10-09 (Price: 299.88) (Today),"120.42%, 398 days","100.0%, Past 28 years, 4","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-10-09 (Price: 299.88), 120.42% above",398 days,No Information,No Information,No Information,No Information,No Information,120.42% above/120.42% above/120.42% above,90.0%/11.67%/47.73%,"0%, 43.01%",1761 days/381 days/943 days,2031-03-25/2025-10-03/2027-12-26,6.96%,15.98%,-9.02%,1.44,0.52,183.3682/200.9867/199.33/143.6/135.8936/169.1372,68.56/60.035/108.0515/85.2377/No Fib Ret Level/No Fib Ret Level,129.28/104.41,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-01-31 (Price: 311.9)",2025-10-09 (Price: 246.4) (Today),"-21.0%, 179 days","75.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-10-09 (Price: 246.4), 21.0% below",179 days,No Information,No Information,No Information,No Information,No Information,14.72% below/21.0% below/21.0% below,53.38%/8.01%/24.67%,"18.59%, 22.57%",324 days/109 days/176 days,2026-05-15/2025-07-07/2025-10-12,8.41%,6.59%,1.82%,0.62,0.25,388.8145/388.8457/428.0/366.6625/412.2037/473.5829,182.62/188.255/310.4864/268.1339/No Fib Ret Level/No Fib Ret Level,300.98/266.85,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2024-10-31 (Price: 275.9)",2025-10-09 (Price: 246.4) (Today),"-10.69%, 245 days","75.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2025-10-09 (Price: 246.4), 10.69% below",245 days,No Information,No Information,No Information,No Information,No Information,8.47% below/10.69% below/10.69% below,53.38%/8.01%/24.67%,"18.59%, 22.57%",324 days/109 days/176 days,2026-02-12/2025-04-06/2025-07-12,8.41%,6.59%,1.82%,0.62,0.25,343.9369/343.9645/363.65/366.6625/412.2037/473.5829,182.62/188.255/268.1339/216.7036/No Fib Ret Level/No Fib Ret Level,268.13/251.49,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2024-08-31 (Price: 269.2)",2025-10-09 (Price: 246.4) (Today),"-8.47%, 288 days","75.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-10-09 (Price: 246.4), 8.47% below",288 days,No Information,No Information,No Information,No Information,No Information,8.47% below/8.47% below/8.47% below,53.38%/8.01%/24.67%,"18.59%, 22.57%",324 days/109 days/176 days,2025-12-13/2025-02-04/2025-05-12,8.41%,6.59%,1.82%,0.62,0.25,335.5847/335.6116/354.4/366.6625/412.2037/473.5829,182.62/129.8375/268.1339/216.7036/No Fib Ret Level/No Fib Ret Level,259.44/239.08,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-12-08 (Price: 242.84)",2025-10-09 (Price: 254.04) (Today),"4.61%, 218 days","87.5%, Past 10 years, 8","Weekly, is CONFIRMED on 2024-12-06",Already confirmed,"2025-10-09 (Price: 254.04), 4.61% above",218 days,No Information,No Information,No Information,No Information,No Information,10.51% above/4.61% above/4.61% above,18.76%/0.65%/11.8%,"5.42%, 26.3%",119 days/24 days/53 days,2025-05-29/2025-01-11/2025-02-22,10.27%,22.37%,-12.1%,1.2,0.83,280.5288/271.4951/285.63/No Horizontal Resistance/294.7231/309.0801,165.0/136.9225/189.8723/119.0319/No Fib Ret Level/No Fib Ret Level,230.39/207.31,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2025-06-27 (Price: 1515.4)",2025-10-09 (Price: 1377.8) (Today),"-9.08%, 74 days","80.0%, Past 4 years, 15","Daily, is CONFIRMED on 2025-06-27",Already confirmed,"2025-10-09 (Price: 1377.8), 9.08% below",74 days,No Information,No Information,No Information,No Information,No Information,7.86% below/9.08% below/9.08% below,10.65%/0.45%/4.55%,"9.91%, 23.87%",45 days/5 days/17 days,2025-08-31/2025-07-04/2025-07-21,8.29%,16.22%,-7.93%,0.35,0.6,1569.9544/1584.3507/1580.44/No Horizontal Resistance/1879.7264/2250.6285,1405.5/853.4344/1503.6962/1375.0525/No Fib Ret Level/No Fib Ret Level,1414.88/1323.12,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",2025-10-09 (Price: 1377.8) (Today),"-5.68%, 420 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2025-10-09 (Price: 1377.8), 5.68% below",420 days,No Information,No Information,No Information,No Information,No Information,3.42% below/5.68% below/5.68% below,54.13%/16.68%/32.5%,"0%, 12.83%",478 days/109 days/254 days,2026-01-21/2024-08-04/2025-03-02,12.71%,17.12%,-4.41%,2.13,0.61,2065.5712/1935.56/1999.6/No Horizontal Resistance/1503.6962/2250.6285,1071.86/853.4344/1393.886/957.4297/No Fib Ret Level/No Fib Ret Level,1386.08/1244.6,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2025-10-05 (Price: 292.19)",2025-10-09 (Price: 299.88) (Today),"2.63%, 3 days","90.0%, Past 10 years, 10","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2025-10-09 (Price: 299.88), 2.63% above",3 days,No Information,No Information,No Information,No Information,No Information,13.22% above/2.63% above/2.63% above,40.88%/5.34%/14.87%,"3.63%, 21.69%",189 days/29 days/60 days,2026-07-05/2025-11-16/2025-12-30,15.56%,23.68%,-8.12%,1.14,0.87,339.1157/335.6387/355.09/No Horizontal Resistance/334.306/349.9895,146.8/83.575/274.027/233.1074/No Fib Ret Level/No Fib Ret Level,250.65/209.36,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2025-09-21 (Price: 264.87)",2025-10-09 (Price: 299.88) (Today),"13.22%, 13 days","90.0%, Past 10 years, 10","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 299.88), 13.22% above",13 days,No Information,No Information,No Information,No Information,No Information,15.64% above/13.22% above/13.22% above,40.88%/5.34%/14.87%,"3.63%, 21.69%",189 days/29 days/60 days,2026-06-21/2025-11-02/2025-12-16,15.56%,23.68%,-8.12%,1.14,0.87,307.4081/304.2562/303.32/No Horizontal Resistance/274.027/334.306,146.8/83.575/233.1074/217.8566/No Fib Ret Level/No Fib Ret Level,242.0/205.22,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2024-06-30 (Price: 173.81)",2025-10-09 (Price: 299.88) (Today),"72.53%, 333 days","100.0%, Past 28 years, 4","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-10-09 (Price: 299.88), 72.53% above",333 days,No Information,No Information,No Information,No Information,No Information,120.42% above/72.53% above/72.53% above,90.0%/11.67%/47.73%,"0%, 43.01%",1761 days/381 days/943 days,2031-06-24/2026-01-02/2028-03-26,6.96%,15.98%,-9.02%,1.44,0.52,234.2611/256.7695/260.85/No Horizontal Resistance/169.1372/217.8566,68.56/60.035/135.8936/108.0515/No Fib Ret Level/No Fib Ret Level,154.17/121.39,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-10-06 (Price: 66.37)",2025-10-09 (Price: 65.57) (Today),"-1.21%, 3 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-06",Already confirmed,"2025-10-09 (Price: 65.57), 1.21% below",3 days,No Information,No Information,No Information,No Information,No Information,0.23% below/1.21% below/1.21% below,3.3%/0.75%/1.98%,"1.94%, 13.84%",37 days/8 days/19 days,2025-11-28/2025-10-17/2025-11-02,6.91%,5.5%,1.41%,0.85,0.16,67.3324/67.6841/69.47/No Horizontal Resistance/69.6679/76.9985,64.1/45.07/61.9685/307.3483/No Fib Ret Level/No Fib Ret Level,63.27/58.32,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-22 (Price: 666.84)",2025-10-08 (Price: 673.11),"0.94%, 12 days","100.0%, Past 4 years, 6","Daily, is CONFIRMED on 2025-09-22",Already confirmed,"2025-10-09 (Price: 671.16), 0.65% above",13 days,No Information,No Information,No Information,No Information,No Information,0.65% above/0.65% above/0.65% above,3.57%/0.75%/2.17%,"0%, 7.61%",54 days/6 days/18 days,2025-12-09/2025-09-30/2025-10-18,7.75%,13.61%,-5.86%,1.9,0.58,701.5824/681.3104/751.55/No Horizontal Resistance/969.1148/1522.3697,635.55/412.1625/627.1849/415.8599/No Fib Ret Level/No Fib Ret Level,641.48/598.75,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2025-10-02 (Price: 143.19)",2025-10-08 (Price: 144.51),"0.92%, 4 days","92.86%, Past 4 years, 14","Daily, is CONFIRMED on 2025-10-02",Already confirmed,"2025-10-09 (Price: 144.19), 0.7% above",5 days,No Information,No Information,No Information,No Information,No Information,0.5% above/0.7% above/0.7% above,3.35%/0.34%/2.23%,"7.54%, 13.97%",90 days/7 days/24 days,2026-02-09/2025-10-12/2025-11-05,6.85%,7.15%,-0.3%,0.59,0.26,148.4021/146.3831/149.47/149.295/174.1807/202.706,134.13/120.178/117.2225/81.225/No Fib Ret Level/No Fib Ret Level,135.92/138.49,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"GLD, Long, 2025-09-29 (Price: 352.46)",2025-10-08 (Price: 372.3),"5.63%, 7 days","87.5%, Past 4 years, 8","Daily, is CONFIRMED on 2025-09-29",Already confirmed,"2025-10-09 (Price: 365.43), 3.68% above",8 days,No Information,No Information,No Information,No Information,No Information,5.39% above/3.68% above/3.68% above,5.11%/2.08%/3.29%,"1.51%, 14.03%",59 days/4 days/25 days,2025-12-23/2025-10-04/2025-11-04,7.89%,15.19%,-7.3%,1.2,0.8,362.1174/364.0559/374.28/No Horizontal Resistance/424.4974/624.146,305.27/150.8/301.1087/224.8487/No Fib Ret Level/No Fib Ret Level,320.88/291.66,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2025-09-30 (Price: 131.24)",2025-10-08 (Price: 134.51),"2.49%, 6 days","87.5%, Past 4 years, 16","Daily, is CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 133.96), 2.07% above",7 days,No Information,No Information,No Information,No Information,No Information,3.54% above/2.07% above/2.07% above,11.3%/0.17%/3.04%,"18.84%, 26.48%",59 days/4 days/14 days,2025-12-24/2025-10-05/2025-10-20,4.22%,1.23%,2.99%,0.14,-0.03,136.3584/135.2297/138.97/171.0825/218.156/349.4971,127.18/128.175/86.815/55.8095/No Fib Ret Level/No Fib Ret Level,130.51/140.04,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"RHHBY, Long, 2025-10-01 (Price: 44.83)",2025-10-08 (Price: 45.32),"1.09%, 5 days","83.33%, Past 4 years, 6","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-10-09 (Price: 45.53), 1.56% above",6 days,No Information,No Information,No Information,No Information,No Information,8.9% above/1.56% above/1.56% above,2.99%/0.36%/1.71%,"8.73%, 18.85%",45 days/4 days/16 days,2025-12-05/2025-10-06/2025-10-24,4.15%,2.9%,1.25%,-0.02,0.06,46.1794/45.5966/50.01/52.46/58.6089/65.2057,39.59/34.5167/41.5794/31.0544/No Fib Ret Level/No Fib Ret Level,40.62/39.84,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-10-01 (Price: 62.02)",2025-10-07 (Price: 62.37),"0.56%, 4 days","100.0%, Past 4 years, 7","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-10-09 (Price: 62.44), 0.68% above",6 days,No Information,No Information,No Information,No Information,No Information,0.68% above/0.68% above/0.68% above,3.72%/0.28%/1.54%,"0%, 13.59%",74 days/4 days/17 days,2026-01-16/2025-10-06/2025-10-25,7.04%,9.54%,-2.5%,1.24,0.36,64.507/62.9751/64.53/No Horizontal Resistance/81.1364/117.7989,58.74/33.6667/58.4776/44.4738/No Fib Ret Level/No Fib Ret Level,59.83/58.13,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-10-02 (Price: 120681.2578)",2025-10-07 (Price: 121451.3828),"0.64%, 3 days","95.65%, Past 4 years, 23","Daily, is CONFIRMED on 2025-10-02",Already confirmed,"2025-10-09 (Price: 121565.1875), 0.73% above",5 days,No Information,No Information,No Information,No Information,No Information,2.46% above/0.73% above/0.73% above,21.98%/0.66%/6.8%,"27.98%, 48.15%",76 days/3 days/17 days,2026-01-20/2025-10-06/2025-10-26,22.05%,48.46%,-26.41%,0.59,0.91,134064.8093/128887.5833/121092.76/123774.3633/122105.3521/133759.1807,109049.29/18304.4229/88987.7198/76786.0499/No Fib Ret Level/No Fib Ret Level,113557.15/105122.31,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-09-19 (Price: 6664.3599)",2025-10-07 (Price: 6714.5898),"0.75%, 12 days","100.0%, Past 4 years, 11","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 6735.1099), 1.06% above",14 days,No Information,No Information,No Information,No Information,No Information,2.04% above/1.06% above/1.06% above,3.77%/0.5%/1.57%,"0%, 4.01%",33 days/6 days/11 days,2025-11-05/2025-09-27/2025-10-04,8.25%,13.66%,-5.41%,1.44,0.58,6896.2796/6768.9904/6845.24/No Horizontal Resistance/6767.7249/9765.5661,6370.17/4128.7074/6316.2337/5433.2046/No Fib Ret Level/No Fib Ret Level,6421.69/6000.47,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-11 (Price: 7.72)",2025-10-07 (Price: 7.91),"2.46%, 18 days","79.17%, Past 4 years, 24","Daily, is CONFIRMED on 2025-09-11",Already confirmed,"2025-10-09 (Price: 8.05), 4.27% above",20 days,No Information,No Information,No Information,No Information,No Information,4.27% above/4.27% above/4.27% above,10.13%/0.88%/4.63%,"6.37%, 18.81%",180 days/4 days/28 days,2026-05-29/2025-09-16/2025-10-21,8.67%,-2.4%,11.07%,0.58,-0.12,8.0882/8.0774/7.84/8.8962/11.1706/12.8535,7.52/7.0017/7.3934/6.6643/No Fib Ret Level/No Fib Ret Level,7.61/7.99,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"RHHBY, Long, 2025-09-22 (Price: 42.66)",2025-10-06 (Price: 45.36),"6.33%, 10 days","83.33%, Past 4 years, 6","Daily, is CONFIRMED on 2025-09-22",Already confirmed,"2025-10-09 (Price: 45.53), 6.73% above",13 days,No Information,No Information,No Information,No Information,No Information,10.54% above/6.73% above/6.73% above,2.99%/0.36%/1.71%,"8.73%, 18.85%",45 days/4 days/16 days,2025-11-26/2025-09-27/2025-10-15,4.15%,2.9%,1.25%,-0.02,0.06,43.9441/43.3895/47.0/52.46/58.6089/65.2057,40.98/34.5167/41.5794/31.0544/No Fib Ret Level/No Fib Ret Level,40.44/39.66,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
