Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2026-01-29 (Price: 105.65)",No Exit Yet,"0.0%, 0 days","85.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 103.4 prior to 2026-01-30,"2026-01-29 (Price: 105.65), 0.0% below",0 days,103.4,No Information,No Information,No Information,No Information,No Information,2.4% above/0.0% below/0.0% below,15.31%/2.34%/9.66%,"3.25%, 39.01%",4.4 years/5 months/1.3 year,2032-05-11/2026-09-03/2027-12-07,1.56%,1.67%,-0.11%,1.06,-0.07,117.43/115.8558/128.16/No Horizontal Resistance/126.5323/135.6093/No EMA 200 Target,82.93/71.642/102.4808/84.9957/101.0224/96.5746/92.26,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2026-01-29 (Price: 78.35)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 73.2 prior to 2026-03-31,"2026-01-29 (Price: 78.35), 0.0% below",0 days,73.2,No Information,No Information,No Information,No Information,No Information,27.65% above/0.0% below/0.0% below,227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-08-24/2027-12-07/2028-05-12,16.49%,8.5%,7.99%,0.7,0.42,161.6125/202.7933/107.6/No Horizontal Resistance/79.9248/83.2146/No EMA 200 Target,26.66/24.32/70.731/50.6117/70.9884/63.8711/59.37,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-29 (Price: 91.3)",No Exit Yet,"0.0%, 0 days","83.33%, Past 10 years, 24","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 88.65 prior to 2026-01-30,"2026-01-29 (Price: 91.3), 0.0% below",0 days,88.65,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,2027-07-04/2026-03-22/2026-05-21,13.27%,11.85%,1.42%,0.6,0.66,101.4343/98.4853/101.98/No Horizontal Resistance/108.5192/133.8092/No EMA 200 Target,76.55/38.015/50.2755/47.8005/No support/No support/79.63,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
DELTADRIFT,"EEM, Short, 2026-01-29 (Price: 60.44)",No Exit Yet,"-0.0%, 0 days","80.0%, Past 4 years, 5","Daily, is CONFIRMED on 2026-01-29",Already confirmed,"2026-01-29 (Price: 60.44), 0.0% below",0 days,60.86,No Information,No Information,No Information,No Information,No Information,No Information,1.59%/0.6%/1.14%,"2.94%, 2.47%",13 days/1 day/7 days,2026-02-16/2026-01-30/2026-02-08,4.14%,3.82%,0.32%,0.15,-0.07,57.7988/59.751/58.77/37.485/54.2403/251.522/51.07,No support/37.485/54.2403/No support/53.6509/49.1653/No EMA 200 Support,73.64%/34/0 days (Across ALL Assets),71.84%/103/0 days (Across ALL Assets)
OSCILLATOR DELTA,"LULU, Short, 2026-01-29 (Price: 172.54)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 6 years, 4","Daily, is Confirmed on 2026-01-29",No Cancellation Possible,"2026-01-29 (Price: 172.54), 0.0% below",0 days,179.28,No Information,No Information,No Information,No Information,No Information,No Information,10.36%/5.08%/6.82%,"0.0%, 23.9%",1.6 month/3 days/21 days,2026-04-08/2026-02-02/2026-02-28,11.58%,5.2%,6.38%,2.72,0.08,152.1458/160.7728/156.46/159.855/167.8946/156.2503/No EMA 200 Target,No Recent Maxima/159.855/167.8946/156.2503/No support/No support/No support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Short, 2026-01-14 (Price: 28.4)",2026-01-28 (Price: 27.69),"2.5%, 14 days","100.0%, Past 6 years, 8","Daily, is Confirmed on 2026-01-14",No Cancellation Possible,"2026-01-29 (Price: 28.42), 0.07% above",15 days,28.6,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-09-09/2026-01-15/2026-03-28,13.31%,5.2%,8.11%,1.61,0.01,26.4006/26.5199/26.46/14.732/No F-Stack Support/No F-Stack Support/24.79,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-31 (Price: 14.175)",No Exit Yet,"-0.53%, 29 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-29 (Price: 14.25), 0.53% above",29 days,15.6175,No Information,No Information,No Information,"50.0% (Price: 13.3475), 6.76% above, Upmove Break Below","2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14 (Max),12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/12.24,No support/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/No EMA 200 Support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-01-29 (Price: 83.16) (Today),"11.31%, 29 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-29 (Price: 83.16), 11.31% below",29 days,117.549,No Information,No Information,No Information,"23.66% (Price: 106.2331), 21.72% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Short, 2025-12-24 (Price: 28.54)",2026-01-27 (Price: 27.86),"2.38%, 1.1 month","100.0%, Past 6 years, 8","Daily, is Confirmed on 2025-12-24",No Cancellation Possible,"2026-01-29 (Price: 28.42), 0.42% below",1.2 month,28.44,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-08-19/2025-12-25/2026-03-07,13.31%,5.2%,8.11%,1.61,0.01,26.5308/26.6507/26.59/14.732/No F-Stack Support/No F-Stack Support/24.79,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",2026-01-29 (Price: 738.31) (Today),"-13.95%, 2 months","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-01-29 (Price: 738.31), 13.95% above",2 months,656.0,No Information,No Information,No Information,"23.66% (Price: 628.6993), 17.43% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/0 days (Across ALL Assets),38.89%/18/0 days (Across ALL Assets)
DELTADRIFT,"NA.TO, Short, 2026-01-29 (Price: 163.68)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 43 years, 4","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price  prior to 2026-01-30,"2026-01-29 (Price: 163.68), 0.0% below",0 days,172.8,No Information,No Information,No Information,No Information,No Information,No Information,8.95%/3.32%/6.93%,"0.0%, 17.56%",1 year/2 months/5.7 months,2027-07-04/2026-04-25/2026-10-03,4.95%,4.88%,0.07%,1.25,0.51,150.7165/152.337/151.53/82.9367/162.0277/152.3147/148.77,No support/82.9367/162.0277/152.3147/160.7722/150.4677/No EMA 200 Support,No Data (Across ALL Assets),25.0%/4/0 days (Across ALL Assets)
