"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",2026-02-13 (Price: 55.39),"20.68%, 8.1 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2026-02-13 (Price: 55.39), 20.68% above",8.1 months,"2, 2024-10-13 (Price: 52.15)",2025-06-08 (Price: 43.25),2025-06-10 (Price: 44.03),250/248/243 days,28.07% above/25.8% above/20.68% above,2024-10-13 (Price: 52.15)/2025-06-15 (Price: 42.2547),19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2025-11-14/2025-07-25/2025-09-01,-1.83%,3.94%,-5.77%,0.27,0.24,46.5885/49.1497/49.65/51.51/65.8353/68.6522/No EMA 200 Target,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),43.42
"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-31 (Price: 430.41),"24.23%, 8.2 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-13 (Price: 417.44), 20.49% above",8.6 months,"6, 2021-11-30 (Price: 414.4967)",2025-04-30 (Price: 282.16),2025-05-08 (Price: 284.82),289/281/258 days,47.94% above/46.56% above/20.49% above,2021-11-30 (Price: 414.4967)/2025-05-31 (Price: 214.4383),24.23%/7.79%/18.75%,"2.38%, 35.95%",1.9 year/8.2 months/1.1 year,2028-02-15/2026-05-20/2026-12-25,26.58%,27.99%,-1.41%,0.72,1.01,869.2335/411.4212/387.28/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),280.01
"DOL.TO, Long, 2025-05-31 (Price: 176.5)",2026-02-13 (Price: 190.12),"7.72%, 8.6 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-13 (Price: 190.12), 7.72% above",8.6 months,"2, 2009-12-31 (Price: 4.0117)",2025-05-31 (Price: 176.5),2025-05-20 (Price: 171.48),258/269/258 days,7.72% above/10.87% above/7.72% above,2009-12-31 (Price: 4.0117)/2025-05-31 (Price: 170.4717),24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,2026-11-03/2026-01-03/2026-07-09,8.62%,19.19%,-10.57%,2.59,1.27,209.8938/204.3517/279.99/No Horizontal Resistance/194.1559/294.0831/No EMA 200 Target,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),170.49
"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-31 (Price: 66.41),"11.88%, 11.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-02-13 (Price: 66.91), 12.72% above",11.7 months,"0, 2009-09-30 (Price: 30.165)",2025-02-28 (Price: 59.36),2025-02-28 (Price: 59.36),350/350/350 days,12.72% above/12.72% above/12.72% above,2009-09-30 (Price: 30.165)/2025-02-28 (Price: 56.3799),12.79%/4.9%/9.99%,"-0.0%, 28.4%",1.7 year/5 months/11.6 months,2027-08-03/2025-10-03/2026-07-17,5.27%,2.2%,3.07%,1.81,0.01,62.1915/65.2901/76.88/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),56.21
"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-31 (Price: 259.48),"11.36%, 1.4 year","100.0%, Past 20 years, 19","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-02-13 (Price: 255.78), 9.78% above",1.4 year,"2, 2000-03-31 (Price: 1.3426)",2024-09-30 (Price: 233.0),2024-09-30 (Price: 233.0),501/501/501 days,9.78% above/9.78% above/9.78% above,2000-03-31 (Price: 1.3426)/2024-09-30 (Price: 216.2229),49.66%/11.36%/22.23%,"0%, 40.56%",2.5 years/5 months/10.5 months,2028-04-25/2025-05-05/2025-12-30,17.15%,20.74%,-3.59%,2.12,1.01,337.2675/284.7959/371.99/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),228.55
"MFT.NZ, Long, 2024-07-21 (Price: 76.98)",2026-02-13 (Price: 62.0),"-19.46%, 1.6 year","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2024-07-19",Already confirmed,"2026-02-13 (Price: 62.0), 19.46% below",1.6 year,"4, 2023-02-12 (Price: 76.99)",2024-07-07 (Price: 69.0),2024-07-16 (Price: 75.76),586/577/572 days,10.14% below/18.16% below/19.46% below,2023-02-12 (Price: 76.99)/2024-07-21 (Price: 68.0877),13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,2026-04-07/2024-09-11/2024-12-20,8.44%,10.06%,-1.62%,1.12,0.58,81.6527/81.7605/76.99/85.45/119.9356/137.6171/No EMA 200 Target,67.63/38.35/73.6141/54.7158/No F-Track Level/No F-Track Level/67.82,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),75.37
"PPH, Long, 2024-03-31 (Price: 90.7)",2026-02-13 (Price: 111.19),"22.59%, 1.9 year","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-02-13 (Price: 111.19), 22.59% above",1.9 year,"0, 2022-04-30 (Price: 84.27)",2024-01-31 (Price: 85.3),2024-03-28 (Price: 90.7),744/687/684 days,30.35% above/22.59% above/22.59% above,2022-04-30 (Price: 84.27)/2024-03-31 (Price: 82.9475),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2030-07-12/2024-11-03/2026-03-29,2.32%,2.1%,0.22%,1.05,-0.03,100.7224/100.3051/94.56/No Horizontal Resistance/96.895/110.4008/No EMA 200 Target,75.31/54.71/87.7591/80.4653/No F-Track Level/No F-Track Level/81.89,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),89.33
"AMD, Long, 2024-02-29 (Price: 192.53)",2026-02-13 (Price: 207.32),"7.68%, 2 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-02-13 (Price: 207.32), 7.68% above",2 years,"2, 2021-11-30 (Price: 164.46)",2023-12-31 (Price: 147.41),2024-02-22 (Price: 181.86),775/722/715 days,40.64% above/14.0% above/7.68% above,2021-11-30 (Price: 164.46)/2024-02-29 (Price: 119.5121),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-09-24/2024-10-07/2025-06-12,20.96%,6.33%,14.63%,1.29,0.43,369.1378/388.41/209.37/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),169.27
"AMD, Long, 2024-01-31 (Price: 167.69)",2026-02-13 (Price: 207.32),"23.63%, 2.1 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-02-13 (Price: 207.32), 23.63% above",2.1 years,"2, 2021-11-30 (Price: 164.46)",2023-12-31 (Price: 147.41),2024-01-08 (Price: 146.18),775/767/744 days,40.64% above/41.83% above/23.63% above,2021-11-30 (Price: 164.46)/2024-01-31 (Price: 121.1768),190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-08-26/2024-09-08/2025-05-14,20.96%,6.33%,14.63%,1.29,0.43,321.512/338.2978/169.63/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),144.28
"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-31 (Price: 1423.0),"63.6%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-02-13 (Price: 1406.61), 61.71% above",2.1 years,"0, 2021-09-30 (Price: 895.93)",2024-01-31 (Price: 869.82),2024-01-31 (Price: 869.82),744/744/744 days,61.71% above/61.71% above/61.71% above,2021-09-30 (Price: 895.93)/2024-01-31 (Price: 738.1755),63.6%/5.07%/24.95%,"28.83%, 59.07%",2 years/5.1 months/1.2 year,2026-12-08/2024-09-08/2025-10-17,10.2%,11.23%,-1.03%,0.94,0.54,1035.4337/1086.8401/885.49/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),730.0
"INFY, Short, 2026-02-12 (Price: 14.21)",No Exit Yet,"-3.59%, 1 day","92.86%, Past 4 years, 14","Daily, is CONFIRMED on 2026-02-12",Already confirmed,"2026-02-13 (Price: 14.72), 3.59% above",1 day,"0, 2024-04-18 (Price: 16.04)",2026-02-11 (Price: 15.76),2026-02-12 (Price: 14.21),2/1/1 days,6.6% below/3.59% above/3.59% above,2024-04-18 (Price: 16.04)/2026-02-12 (Price: 15.82),7.9%/2.37%/3.92%,"7.65%, 9.24%",1.4 month/7 days/18 days,2026-04-13/2026-02-22/2026-03-10,0.04%,4.02%,-3.98%,0.78,0.26,14.308/13.653/13.11/No Horizontal Support/13.0115/56.9257/No EMA 200 Target,No support/No Horizontal Support/13.0115/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/8 days (Across ALL Assets),47.06%/17/16 days (Across ALL Assets),15.24
"TRI.TO, Short, 2026-02-08 (Price: 120.18)",No Exit Yet,"1.44%, 5 days","89.47%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-13 (Price: 118.45), 1.44% below",5 days,"2, 2025-08-17 (Price: 230.77)",2026-02-08 (Price: 120.18),2026-02-08 (Price: 120.18),5/5/5 days,1.44% below/1.44% below/1.44% below,2025-08-17 (Price: 230.77)/2026-02-08 (Price: 152.8065),15.6%/1.62%/5.6%,"24.19%, 18.85%",5.8 months/28 days/2.5 months,2026-10-18/2026-03-20/2026-05-27,-0.74%,4.79%,-5.53%,0.37,0.22,114.9402/113.4499/53.83/No Horizontal Support/93.0152/69.3828/No EMA 200 Target,No support/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No support,80.0%/5/2 months (Across ALL Assets),35.71%/14/1.4 month (Across ALL Assets),155.0
"TRI.TO, Short, 2026-01-31 (Price: 150.45)",No Exit Yet,"21.27%, 13 days","87.5%, Past 20 years, 8","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 118.45), 21.27% below",13 days,"6, 2011-12-31 (Price: 29.8522)",2025-11-30 (Price: 189.55),2026-01-30 (Price: 150.45),75/14/13 days,37.51% below/21.27% below/21.27% below,2011-12-31 (Price: 29.8522)/2026-01-31 (Price: 214.4891),23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,2026-09-09/2026-09-05/2026-09-05,4.94%,4.79%,0.15%,-0.02,0.22,137.075/130.5154/78.09/126.1128/131.2534/93.0152/No EMA 200 Target,No support/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets),181.7
"INFY, Short, 2026-01-29 (Price: 17.75)",2026-02-09 (Price: 16.31),"8.11%, 11 days","92.86%, Past 4 years, 14","Daily, is CONFIRMED on 2026-01-29",Already confirmed,"2026-02-13 (Price: 14.72), 17.07% below",15 days,"2, 2020-02-03 (Price: 10.78)",2026-01-29 (Price: 17.75),2026-01-29 (Price: 17.75),15/15/15 days,17.07% below/17.07% below/17.07% below,2020-02-03 (Price: 10.78)/2026-01-29 (Price: 17.9768),7.9%/2.37%/3.92%,"7.65%, 9.24%",1.4 month/7 days/18 days,2026-03-30/2026-02-08/2026-02-24,0.04%,4.02%,-3.98%,0.78,0.26,17.8725/17.0542/13.57/16.0317/13.0115/82.7505/17.53,No support/16.0317/13.0115/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,85.71%/7/8 days (Across ALL Assets),47.06%/17/16 days (Across ALL Assets),18.13
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-12-31 (Price: 24.9),"10.27%, 1.8 year","100.0%, Past 49 years, 5","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-02-13 (Price: 27.58), 0.61% below",1.9 year,"6, 1974-12-31 (Price: 0.4274)",2023-12-31 (Price: 28.79),2024-01-11 (Price: 28.4),775/764/684 days,4.2% below/2.89% below/0.61% below,1974-12-31 (Price: 0.4274)/2024-03-31 (Price: 32.0614),28.35%/10.27%/19.31%,"0.0%, 34.93%",1.8 year/1.3 year/1.5 year,2026-10-25/2026-02-06/2026-05-22,5.19%,4.88%,0.31%,0.58,0.28,25.7464/22.3915/11.36/26.1058/21.508/20.5265/No EMA 200 Target,No support/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/No support,100.0%/1/1.8 year (Across ALL Assets),No Data (Across ALL Assets),28.88
