Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"GS, Long, 2026-01-27 (Price: 929.72)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 884.0 prior to 2026-01-30,"2026-01-27 (Price: 929.72), 0.0% below",0 days,884.0,No Information,No Information,No Information,No Information,No Information,5.77% above/0.0% below/0.0% below,53.25%/7.0%/28.8%,"-0.0%, 34.98%",2.5 years/4 months/1.1 year,2029-08-22/2026-07-19/2027-08-23,10.95%,5.86%,5.09%,1.01,0.3,1120.3126/1197.4794/1274.03/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,303.61/288.555/818.1554/728.9736/782.6791/658.5293/740.28,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-01-27 (Price: 60.34)",No Exit Yet,"0.0%, 0 days","95.45%, Past 10 years, 22","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 59.3 prior to 2026-01-30,"2026-01-27 (Price: 60.34), 0.0% below",0 days,59.3,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,2027-05-06/2026-03-20/2026-06-23,-1.73%,1.97%,-3.7%,0.5,0.04,64.3647/65.662/62.25/No Horizontal Resistance/77.6843/86.2499/No EMA 200 Target,55.19/28.5067/54.6726/50.4772/58.9758/No support/51.97,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2026-01-27 (Price: 140.97)",No Exit Yet,"0.0%, 0 days","96.43%, Past 10 years, 28","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 135.88 prior to 2026-01-30,"2026-01-27 (Price: 140.97), 0.0% below",0 days,135.88,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,26.57%/2.74%/15.13%,"8.71%, 37.09%",1.2 year/1.2 month/4.5 months,2027-10-14/2026-03-20/2026-08-10,13.74%,9.41%,4.33%,1.53,0.5,154.0379/162.2988/161.13/No Horizontal Resistance/135.1689/147.6277/No EMA 200 Target,112.1/57.18/124.0112/101.881/108.3145/87.7917/115.17,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"IWM, Long, 2026-01-27 (Price: 264.73)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 247.63 prior to 2026-03-31,"2026-01-27 (Price: 264.73), 0.0% below",0 days,247.63,No Information,No Information,No Information,No Information,No Information,7.54% above/0.0% below/0.0% below,22.48%/22.48%/22.48%,"-0.0%, 49.28%",1 year/1 year/1 year,2027-07-02 (Max),3.33%,4.39%,-1.06%,0.87,0.2,243.684/324.2413/292.32/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,164.92/162.3167/245.3626/196.8345/247.9708/233.4497/230.11,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
TRENDPULSE,"NZDCAD=X, Long, 2026-01-27 (Price: 0.8184)",No Exit Yet,"0.0%, 0 days","79.17%, Past 10 years, 24","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 0.8165 prior to 2026-01-30,"2026-01-27 (Price: 0.8184), 0.0% below",0 days,0.8165,No Information,No Information,No Information,No Information,No Information,0.37% above/0.0% below/0.0% below,4.6%/1.11%/2.76%,"5.56%, 13.76%",9.8 months/28 days/5.1 months,2027-03-28/2026-03-08/2026-09-05,-3.01%,0.35%,-3.36%,0.17,-0.49,0.8245/0.841/0.82/0.8902/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,0.79/0.7798/No F-Stack Support/No F-Stack Support/No support/0.817/0.81,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2026-01-27 (Price: 107.27)",No Exit Yet,"0.0%, 0 days","85.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 103.4 prior to 2026-01-30,"2026-01-27 (Price: 107.27), 0.0% below",0 days,103.4,No Information,No Information,No Information,No Information,No Information,3.97% above/0.0% below/0.0% below,15.31%/2.34%/9.66%,"3.25%, 39.01%",4.4 years/5 months/1.3 year,2032-05-09/2026-09-01/2027-12-05,1.56%,1.67%,-0.11%,1.06,-0.07,119.2306/117.6323/130.75/No Horizontal Resistance/126.5323/135.6093/No EMA 200 Target,82.93/71.642/102.4808/84.9957/101.0224/96.5746/92.02,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"RINF, Long, 2026-01-27 (Price: 32.4052)",No Exit Yet,"0.0%, 0 days","88.89%, Past 10 years, 9","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 32.25 prior to 2026-01-30,"2026-01-27 (Price: 32.4052), 0.0% below",0 days,32.25,No Information,No Information,No Information,No Information,No Information,0.26% above/0.0% below/0.0% below,4.91%/1.48%/3.43%,"20.02%, 29.23%",10.7 months/1.2 month/5.6 months,2027-05-06/2026-03-20/2026-09-27,0.15%,-1.02%,1.17%,0.05,-0.45,32.9593/33.5167/32.91/35.1525/41.8158/48.2716/32.61,32.06/28.7133/No F-Stack Support/No F-Stack Support/31.7867/30.6293/No EMA 200 Support,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2026-01-27 (Price: 78.16)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 73.2 prior to 2026-03-31,"2026-01-27 (Price: 78.16), 0.0% below",0 days,73.2,No Information,No Information,No Information,No Information,No Information,27.34% above/0.0% below/0.0% below,227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-08-22/2027-12-05/2028-05-10,16.49%,8.5%,7.99%,0.7,0.42,161.2206/202.3015/107.3/No Horizontal Resistance/87.1484/97.3919/No EMA 200 Target,26.66/24.32/73.041/66.9303/70.9884/63.8711/58.95,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-31 (Price: 14.175)",2026-01-27 (Price: 13.05) (Today),"7.94%, 27 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-27 (Price: 13.05), 7.94% below",27 days,15.6175,No Information,No Information,No Information,"50.0% (Price: 13.3475), 2.23% below, Upmove Break Below","2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14 (Max),12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/12.16,No support/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/No EMA 200 Support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-01-27 (Price: 85.58) (Today),"8.72%, 27 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-27 (Price: 85.58), 8.72% below",27 days,117.549,No Information,No Information,No Information,"23.66% (Price: 106.2331), 19.44% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Short, 2025-12-24 (Price: 28.54)",2026-01-27 (Price: 27.86) (Today),"2.38%, 1.1 month","100.0%, Past 6 years, 8","Daily, is Confirmed on 2025-12-24",No Cancellation Possible,"2026-01-27 (Price: 27.86), 2.38% below",1.1 month,28.44,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-08-19/2025-12-25/2026-03-07,13.31%,5.2%,8.11%,1.61,0.01,26.5308/26.6507/26.59/14.732/No F-Stack Support/No F-Stack Support/24.7,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets)
TRENDPULSE,"USCI, Short, 2025-11-09 (Price: 78.02)",2026-01-25 (Price: 84.23),"-7.96%, 2.6 months","92.31%, Past 10 years, 13","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-27 (Price: 86.21), 10.5% above",2.6 months,78.54,No Information,No Information,No Information,No Information,No Information,9.61% above/10.5% above/10.5% above,20.34%/0.9%/7.17%,"7.79%, 24.44%",1.9 month/28 days/1.2 month,2026-01-30/2025-12-19/2025-12-31,8.02%,5.4%,2.62%,0.59,-0.14,72.8941/72.426/74.16/38.14/75.2881/67.5442/73.22,No support/38.14/75.2881/67.5442/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),28.57%/7/0 days (Across ALL Assets)
