Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-03 (Price: 125.0) (Today),"45.6%, 3.0 years","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-12-03 (Price: 125.0), 45.6% above",3.0 years,No Information,No Information,No Information,No Information,No Information,102.63% above/46.61% above/45.6% above,74.14%/5.29%/44.68%,"-0.0%, 24.28%",2.5 years/10.9 months/1.4 year,2026-08-14/2024-04-17/2025-01-06,12.82%,17.18%,-4.36%,1.5,0.52,96.8989/124.2078/90.9/No Horizontal Resistance/123.4541/140.4376/No Moving Avg Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
FRACTAL TRACK,"UBER, Long, 2025-12-03 (Price: 90.68)",No Exit Yet,"0.0%, 0 days","87.5%, Past 6 years, 8","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 81.51 prior to 2025-12-05,"2025-12-03 (Price: 90.68), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 82.5663), 9.83% above, Upmove Bounce Back","2022-07-03 (Price: 19.895), 2025-09-28 (Price: 101.99)",No Information,110.4%/15.19%/62.8%,"3.04%, 55.87%",2.7 years/2.5 months/1.5 year,2029-10-20/2026-03-20/2028-01-03,20.24%,13.56%,6.68%,0.39,0.48,91.5052/147.627/139.94/No Horizontal Resistance/103.1697/130.9341/No Moving Avg Target,83.87/34.6025/87.2921/71.0872/82.5663/70.6297/87.14,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-12-03 (Price: 35.87)",No Exit Yet,"0.0%, 0 days","90.91%, Past 25 years, 22","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 33.78 prior to 2025-12-31,"2025-12-03 (Price: 35.87), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 34.562), 3.78% above, Upmove Bounce Back","2024-02-29 (Price: 26.08), 2025-07-31 (Price: 39.805)",No Information,165.72%/8.35%/65.32%,"32.26%, 39.31%",3.0 years/7.3 months/1.4 year,2030-02-24/2026-10-14/2027-12-21,12.66%,17.02%,-4.36%,0.26,0.59,37.477/59.3003/44.1/39.3812/45.6752/50.9526/No Moving Avg Target,26.75/25.6925/29.7659/26.539/36.3743/34.266/35.62,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"IHI, Long, 2025-12-03 (Price: 63.22)",No Exit Yet,"0.0%, 0 days","100.0%, Past 19 years, 5","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 58.18 prior to 2025-12-31,"2025-12-03 (Price: 63.22), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 57.074), 10.77% above, Upmove Bounce Back","2023-10-31 (Price: 43.96), 2025-02-28 (Price: 65.18)",No Information,5.78%/5.78%/5.78%,"-0.0%, 6.3%",6.5 months/6.5 months/6.5 months,2026-09-11/2026-09-11/2026-09-11,7.62%,10.75%,-3.13%,0.39,0.47,62.8091/66.8741/75.95/66.34/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,45.26/46.725/No F-Stack Support/No F-Stack Support/68.0854/69.871/60.94,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"JNK, Long, 2025-12-03 (Price: 97.26)",No Exit Yet,"0.0%, 0 days","100.0%, Past 18 years, 17","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 96.32 prior to 2025-12-05,"2025-12-03 (Price: 97.26), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 96.3874), 0.91% above, Upmove Bounce Back","2025-04-13 (Price: 90.41), 2025-09-28 (Price: 98.24)",No Information,6.29%/6.29%/6.29%,"-0.0%, 7.07%",1.3 year/1.3 year/1.3 year,2027-10-06/2027-10-06/2027-10-06,3.41%,-2.09%,5.5%,0.2,-0.45,97.3086/103.3777/101.96/108.635/169.7114/218.5371/No Moving Avg Target,96.34/88.8814/No F-Stack Support/No F-Stack Support/99.6721/100.7612/96.3,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"XLV, Long, 2025-12-03 (Price: 155.08)",No Exit Yet,"0.0%, 0 days","80.0%, Past 26 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 127.35 prior to 2025-12-31,"2025-12-03 (Price: 155.08), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 126.9868), 22.12% above, Upmove Bounce Back","2009-03-31 (Price: 21.63), 2024-09-30 (Price: 159.64)",No Information,307.1%/307.1%/307.1%,"1.45%, 14.04%",10.3 years/10.3 years/10.3 years,2040-08-29/2040-08-29/2040-08-29,8.26%,6.44%,1.82%,0.48,0.22,151.5132/631.3307/237.89/No Horizontal Resistance/174.1807/202.706/No Moving Avg Target,24.21/120.178/153.114/117.2225/167.2798/171.9748/139.74,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2025-12-03 (Price: 238.99)",No Exit Yet,"0.0%, 0 days","96.43%, Past 20 years, 28","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 220.93 prior to 2025-12-05,"2025-12-03 (Price: 238.99), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 216.5454), 10.36% above, Upmove Bounce Back","2025-04-13 (Price: 173.1), 2025-09-21 (Price: 243.4)",No Information,115.02%/7.32%/52.87%,"16.26%, 57.22%",3.8 years/4.0 months/1.8 year,2031-04-17/2026-05-24/2028-06-02,7.9%,10.2%,-2.3%,0.5,0.39,249.8162/365.344/281.17/241.84/250.963/299.0113/No Moving Avg Target,225.5/133.55/194.0389/129.1624/215.6232/198.5532/219.41,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"TCS.NS, Long, 2025-12-03 (Price: 3180.0)",No Exit Yet,"0.0%, 0 days","90.91%, Past 21 years, 11","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 2866.6001 prior to 2025-12-31,"2025-12-03 (Price: 3180.0), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 2809.1), 13.2% above, Upmove Bounce Back","2016-11-30 (Price: 1025.95), 2024-08-31 (Price: 4592.25)",No Information,375.83%/7.31%/87.63%,"10.18%, 12.85%",1.9 year/7.9 months/1.1 year,2028-08-02/2026-11-12/2027-06-20,21.36%,19.52%,1.84%,0.36,0.61,3098.592/5966.634/5319.78/4543.575/No Next Fib Ext/No Next Fib Ext/3286.92,2888.4/2923.4601/No F-Stack Support/No F-Stack Support/3116.0412/3282.6562/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2025-12-03 (Price: 249.63)",No Exit Yet,"0.0%, 0 days","97.56%, Past 20 years, 41","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 228.9 prior to 2025-12-05,"2025-12-03 (Price: 249.63), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 233.5959), 6.86% above, Upmove Bounce Back","2025-04-13 (Price: 171.73), 2025-10-19 (Price: 252.77)",No Information,108.09%/0.02%/40.47%,"1.56%, 58.54%",5.2 years/1.8 month/2.2 years,2033-05-02/2026-02-19/2029-01-11,5.07%,6.62%,-1.55%,0.38,0.22,252.0514/350.6553/298.25/No Horizontal Resistance/270.9222/282.5179/No Moving Avg Target,235.6/162.3167/245.3626/196.8345/233.5959/221.8127/220.77,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"MA, Long, 2025-12-03 (Price: 553.73)",No Exit Yet,"0.0%, 0 days","93.33%, Past 19 years, 30","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 524.7 prior to 2025-12-05,"2025-12-03 (Price: 553.73), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 535.7184), 3.36% above, Upmove Bounce Back","2024-07-28 (Price: 428.86), 2025-08-24 (Price: 601.77)",No Information,183.03%/7.86%/74.84%,"10.74%, 37.99%",3.8 years/1.6 month/1.7 year,2031-05-08/2026-02-11/2028-05-07,8.62%,27.38%,-18.77%,0.51,0.97,578.1495/968.1415/657.48/592.9033/716.5814/751.3605/559.96,540.4/306.91/515.4888/442.8637/524.8987/477.6582/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-03 (Price: 38.38)",No Exit Yet,"0.0%, 0 days","92.86%, Past 24 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 34.75 prior to 2025-12-31,"2025-12-03 (Price: 38.38), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 34.9549), 9.8% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,338.94%/27.3%/113.16%,"1.22%, 45.89%",7.8 years/7.9 months/2.6 years,2037-02-16/2026-11-12/2029-08-16,11.44%,13.21%,-1.77%,0.39,0.49,39.2589/81.8108/49.91/39.1438/40.9296/48.5677/No Moving Avg Target,33.54/22.5167/30.9793/26.1935/35.1507/31.8879/36.1,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"IFT.NZ, Long, 2025-12-03 (Price: 11.86)",No Exit Yet,"0.0%, 0 days","100.0%, Past 31 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 9.13 prior to 2025-12-31,"2025-12-03 (Price: 11.86), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 9.2141), 28.72% above, Upmove Bounce Back","2016-12-31 (Price: 2.5393), 2024-12-31 (Price: 13.34)",No Information,103.41%/23.86%/63.63%,"-0.0%, 22.42%",2.7 years/2.0 year/2.4 years,2029-10-19/2028-10-06/2029-04-12,13.15%,12.57%,0.58%,0.46,0.51,13.6473/19.4065/18.34/11.925/13.8771/15.9169/No Moving Avg Target,2.72/7.3167/11.3804/9.6206/14.3361/14.9482/11.34,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-03 (Price: 12.5)",No Exit Yet,"0.0%, 0 days","100.0%, Past 14 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 10.5 prior to 2025-12-31,"2025-12-03 (Price: 12.5), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 10.74), 16.39% above, Upmove Bounce Back","2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,21.12%/21.12%/21.12%,"-0.0%, 38.76%",2.0 year/2.0 year/2.0 year,2028-10-07/2028-10-07/2028-10-07,7.04%,16.47%,-9.43%,0.34,0.57,12.3462/15.14/15.74/13.345/16.7981/18.5763/No Moving Avg Target,8.8/9.1367/11.1928/8.9354/12.1624/11.3772/11.42,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"BDGI.TO, Long, 2025-12-03 (Price: 72.84)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 33.62 prior to 2025-12-31,"2025-12-03 (Price: 72.84), 0.0% below",0 days,No Information,No Information,No Information,"61.8% (Price: 33.6027), 116.77% above, Upmove Bounce Back","2022-03-31 (Price: 22.54), 2024-03-31 (Price: 51.5)",No Information,35.15%/35.15%/35.15%,"-0.0%, 52.34%",3.1 years/3.1 years/3.1 years,2030-04-25/2030-04-25/2030-04-25,7.18%,12.22%,-5.04%,0.42,0.42,76.4237/98.4433/90.22/No Horizontal Resistance/87.1484/97.3919/No Moving Avg Target,26.66/24.32/66.9303/63.4408/66.2172/60.0086/52.2,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"BN.TO, Long, 2025-12-03 (Price: 64.88)",No Exit Yet,"0.0%, 0 days","96.3%, Past 1 years, 27","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 58.75 prior to 2025-12-05,"2025-12-03 (Price: 64.88), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 58.0258), 11.81% above, Upmove Bounce Back","2025-04-13 (Price: 41.2533), 2025-09-28 (Price: 68.3933)",No Information,150.14%/4.17%/65.27%,"0.94%, 36.57%",3.8 years/3.6 months/1.8 year,2031-04-24/2026-05-09/2028-06-30,6.26%,12.66%,-6.4%,0.77,0.46,66.3722/107.2272/81.16/No Horizontal Resistance/69.5978/79.2394/No Moving Avg Target,43.89/27.0034/63.3841/59.2857/No F-Track Level/No F-Track Level/57.25,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-12-03 (Price: 47.64)",No Exit Yet,"0.0%, 0 days","100.0%, Past 52 years, 9","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 34.92 prior to 2025-12-31,"2025-12-03 (Price: 47.64), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 35.7534), 33.25% above, Upmove Bounce Back","2001-12-31 (Price: 2.1976), 2024-06-30 (Price: 56.495)",No Information,880.76%/124.37%/387.49%,"-0.0%, 59.43%",5.8 years/4.5 years/5.3 years,2034-03-13/2032-05-22/2033-06-02,12.07%,13.02%,-0.95%,0.46,0.46,50.0172/232.2402/80.22/51.51/57.5622/59.9244/No Moving Avg Target,42.8/34.9317/44.0597/41.1349/61.5996/64.7366/43.11,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2025-12-03 (Price: 52.09)",No Exit Yet,"0.0%, 0 days","85.71%, Past 33 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 36.1 prior to 2025-12-31,"2025-12-03 (Price: 52.09), 0.0% below",0 days,No Information,No Information,No Information,"61.8% (Price: 36.7101), 41.9% above, Upmove Bounce Back","2020-03-31 (Price: 13.24), 2023-03-31 (Price: 74.68)",No Information,68.59%/44.74%/56.66%,"40.03%, 69.12%",5.4 years/2.0 year/3.7 years,2033-09-03/2028-10-06/2031-03-22,4.14%,4.51%,-0.37%,0.3,0.25,54.0694/81.6042/88.95/73.435/118.0011/153.5474/No Moving Avg Target,45.09/38.425/47.9234/44.2912/88.1361/94.2546/49.25,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"IBKR, Long, 2025-12-03 (Price: 64.96)",No Exit Yet,"0.0%, 0 days","100.0%, Past 18 years, 31","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 58.95 prior to 2025-12-05,"2025-12-03 (Price: 64.96), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 57.8675), 12.26% above, Upmove Bounce Back","2025-04-13 (Price: 32.82), 2025-10-12 (Price: 73.35)",No Information,264.61%/8.43%/69.0%,"-0.0%, 53.27%",5.1 years/2.0 month/2.0 years,2033-04-03/2026-02-26/2028-11-03,6.02%,12.31%,-6.29%,0.53,0.43,69.0395/109.7824/89.28/No Horizontal Resistance/77.1458/95.5947/No Moving Avg Target,61.05/13.0762/64.9573/52.397/59.0818/50.3135/56.88,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"COIN, Long, 2025-12-03 (Price: 276.92)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 4","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 231.17 prior to 2025-12-05,"2025-12-03 (Price: 276.92), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 228.1976), 21.35% above, Upmove Bounce Back","2023-01-08 (Price: 31.55), 2024-12-08 (Price: 349.75)",No Information,22.41%/22.41%/22.41%,"-0.0%, 30.3%",3.3 months/3.3 months/3.3 months,2026-04-25/2026-04-25/2026-04-25,68.35%,0.11%,68.24%,0.51,0.47,269.2216/338.9778/467.84/289.6467/484.6953/510.6138/281.84,240.41/86.505/No F-Stack Support/No F-Stack Support/238.1/189.3542/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-12-03 (Price: 320.62)",No Exit Yet,"0.0%, 0 days","94.12%, Past 20 years, 17","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 317.475 prior to 2025-12-31,"2025-12-03 (Price: 320.62), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,13.77% above/0.0% below/0.0% below,63.04%/1.54%/29.75%,"3.21%, 18.92%",1.1 year/2.9 months/6.6 months,2027-07-22/2026-04-06/2026-09-17,22.75%,24.26%,-1.52%,1.49,0.85,350.085/416.0044/428.43/No Horizontal Resistance/306.4481/330.6546/No Moving Avg Target,156.23/84.51/243.1061/191.2921/270.6509/234.996/205.16,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-03 (Price: 309.36)",No Exit Yet,"0.0%, 0 days","100.0%, Past 24 years, 9","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 269.38 prior to 2025-12-31,"2025-12-03 (Price: 309.36), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/14.23% above/0.0% below,74.51%/31.99%/42.95%,"-0.0%, 41.23%",2.4 years/10.8 months/1.1 year,2029-04-12/2027-03-17/2027-07-05,17.9%,12.73%,5.17%,1.39,0.46,375.1918/442.2301/476.56/No Horizontal Resistance/320.8469/358.5021/No Moving Avg Target,106.24/110.475/267.2317/244.4067/273.874/249.9586/237.07,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-12-03 (Price: 98.08)",No Exit Yet,"0.0%, 0 days","90.32%, Past 10 years, 31","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 96.69 prior to 2025-12-05,"2025-12-03 (Price: 98.08), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.18% above/0.65% below/0.0% below,12.4%/0.79%/4.86%,"1.93%, 33.13%",9.8 months/19 days/3.1 months,2027-02-01/2025-12-30/2026-04-15,9.78%,3.65%,6.13%,1.33,0.04,100.581/102.8467/113.62/No Horizontal Resistance/95.6649/105.6031/No Moving Avg Target,63.97/61.07/90.1456/81.5516/88.9194/82.4971/78.8,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-12-03 (Price: 479.41)",No Exit Yet,"0.0%, 0 days","100.0%, Past 27 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 462.57 prior to 2025-12-31,"2025-12-03 (Price: 479.41), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,3.38% above/3.22% above/0.0% below,39.44%/24.26%/29.32%,"-0.0%, 23.1%",2.5 years/10.8 months/1.4 year,2029-07-15/2027-03-18/2027-12-26,13.89%,6.15%,7.74%,1.37,0.2,509.2772/619.973/697.68/No Horizontal Resistance/508.5373/687.3389/No Moving Avg Target,287.3/321.6725/398.0316/329.7358/456.4623/439.2934/440.12,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2025-12-03 (Price: 46.1656)",No Exit Yet,"0.0%, 0 days","81.82%, Past 10 years, 22","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 45.67 prior to 2025-12-05,"2025-12-03 (Price: 46.1656), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.17% above/0.0% below/0.0% below,12.26%/2.26%/5.43%,"0.65%, 24.58%",10.1 months/19 days/2.6 months,2027-02-16/2025-12-30/2026-03-24,11.14%,2.84%,8.3%,1.13,0.01,47.1997/48.6724/55.44/65.1933/78.3229/93.1188/No Moving Avg Target,44.33/39.215/No F-Stack Support/No F-Stack Support/53.1262/54.7954/44.78,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-12-03 (Price: 3.46)",No Exit Yet,"0.0%, 0 days","92.86%, Past 20 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 3.28 prior to 2025-12-31,"2025-12-03 (Price: 3.46), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,6.13% above/3.28% above/0.0% below,27.18%/3.25%/17.61%,"37.82%, 49.28%",10.9 months/3.6 months/5.7 months,2027-03-20/2026-05-06/2026-08-07,13.88%,0.95%,12.92%,0.67,0.0,3.7828/4.0693/5.75/7.985/12.6329/13.7816/No Moving Avg Target,2.83/2.82/No F-Stack Support/No F-Stack Support/6.3507/6.7875/3.2,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2025-12-03 (Price: 11.86)",No Exit Yet,"0.0%, 0 days","97.3%, Past 10 years, 37","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 11.69 prior to 2025-12-05,"2025-12-03 (Price: 11.86), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,32.14%/0.49%/5.58%,"5.74%, 24.36%",9.3 months/19 days/3.0 months,2027-01-11/2025-12-30/2026-04-13,12.37%,13.18%,-0.81%,0.92,0.59,12.3712/12.5218/14.47/11.925/13.8771/15.9169/No Moving Avg Target,11.55/7.3167/11.3804/9.6206/14.3361/14.9482/11.34,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-12-03 (Price: 72.84)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 8","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 61.31 prior to 2025-12-31,"2025-12-03 (Price: 72.84), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,18.67% above/0.0% below/0.0% below,227.42%/21.67%/123.16%,"-0.0%, 36.34%",1.3 year/10.8 months/1.1 year,2027-09-25/2027-03-18/2027-07-24,41.42%,12.22%,29.2%,1.0,0.42,119.2828/162.5497/97.54/No Horizontal Resistance/87.1484/97.3919/No Moving Avg Target,26.66/24.32/66.9303/63.4408/66.2172/60.0086/52.2,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-12-03 (Price: 236.72)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 21","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 231.89 prior to 2025-12-31,"2025-12-03 (Price: 236.72), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.08% above/0.37% above/0.0% below,53.08%/5.8%/25.16%,"-0.0%, 33.29%",1.0 year/3.6 months/7.4 months,2027-05-24/2026-05-09/2026-10-21,17.04%,20.45%,-3.41%,1.55,0.45,306.3157/296.2788/285.79/256.6133/325.4281/346.2134/No Moving Avg Target,192.05/188.685/232.1757/215.4728/357.5546/377.7143/216.16,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-03 (Price: 103.96)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 7","Quarterly, is CONFIRMED on 2025-12-03",No Cancellation Possible,"2025-12-03 (Price: 103.96), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 2.14% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,57.17%/10.52%/34.09%,"-0.0%, 57.17%",2.2 months/2.2 months/2.2 months,2026-03-08/2026-03-07/2026-03-07,106.75%,5.4%,101.35%,1.28,0.89,199.8943/68.52/33.25/34.8663/101.6781/77.3488/No Moving Avg Target,133.91/34.8663/101.6781/77.3488/106.2331/89.0986/113.44,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-03 (Price: 54.94)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-03 (Price: 54.94), 0.0% below",0 days,No Information,No Information,No Information,"50.0% (Price: 53.39), 2.9% above, Upmove Break Below","2022-06-30 (Price: 16.78), 2025-12-03 (Price: 90.0)",No Information,22.05%/16.72%/18.57%,"0%, 22.05%",6.5 months/2.2 months/3.3 months,2026-09-11/2026-03-07/2026-04-23,14.54%,5.4%,9.14%,7.65,0.48,59.2143/44.7376/11.01/16.82/48.0625/43.9946/43.44,63.3/16.82/48.0625/43.9946/53.39/44.75/No Moving Avg Support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"KWEB, Short, 2025-12-03 (Price: 37.14)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-12-02",No Cancellation Possible,"2025-12-03 (Price: 37.14), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 38.4709), 3.46% below, Upmove Break Below","2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",No Information,10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-08/2026-01-02/2026-01-24,21.98%,5.3%,16.68%,0.3,0.14,34.1391/34.5476/24.73/24.5062/No F-Stack Support/No F-Stack Support/36.34,42.01/24.5062/No F-Stack Support/No F-Stack Support/39.3865/41.3508/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
