Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"NVO, Long, 2026-01-30 (Price: 59.43)",No Exit Yet,"0.0%, 0 days","100.0%, Past 44 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 43.08 prior to 2026-01-30,"2026-01-30 (Price: 59.43), 0.0% below",0 days,51.61,No Information,No Information,No Information,"78.6% (Price: 43.8439), 35.55% above, Upmove Bounce Back","2016-11-30 (Price: 15.445), 2024-06-30 (Price: 148.15)",No Information,42.36%/20.21%/26.41%,"-0.0%, 47.55%",3.3 years/4 months/1.3 year,2030-10-16/2026-07-22/2027-12-08,10.33%,9.37%,0.96%,1.75,0.5,72.7067/75.1255/139.05/139.01/159.2295/190.9685/No EMA 200 Target,47.07/45.4025/55.093/52.1958/47.9075/35.154/58.86,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2026-01-30 (Price: 48892.4688)",No Exit Yet,"0.0%, 0 days","84.62%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 48105.9805 prior to 2026-01-30,"2026-01-30 (Price: 48892.4688), 0.0% below",0 days,48105.9805,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,15.24%/4.84%/10.4%,"2.61%, 11.83%",1.2 year/5 months/9.6 months,2027-10-17/2026-09-04/2027-03-23,7.0%,4.25%,2.75%,1.41,0.19,56299.6778/53977.2856/60238.38/No Horizontal Resistance/50924.8674/68852.5953/No EMA 200 Target,40669.36/32614.5825/39844.8882/32997.1394/46552.448/44659.1117/45320.62,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-01-30 (Price: 101.8)",No Exit Yet,"0.0%, 0 days","92.31%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 101.58 prior to 2026-01-30,"2026-01-30 (Price: 101.8), 0.0% below",0 days,101.58,No Information,No Information,No Information,No Information,No Information,5.01% above/0.0% below/0.0% below,24.83%/4.28%/13.54%,"30.99%, 38.87%",2.8 years/6 months/1.2 year,2030-01-27/2026-10-17/2027-10-17,1.95%,4.3%,-2.35%,0.65,0.19,107.1343/115.5837/120.84/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,56.15/62.2517/95.6649/90.1456/92.5303/85.4202/85.08,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-01-30 (Price: 101.8)",No Exit Yet,"0.0%, 0 days","100.0%, Past 193 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 101.58 prior to 2026-03-31,"2026-01-30 (Price: 101.8), 0.0% below",0 days,101.58,No Information,No Information,No Information,No Information,No Information,13.12% above/0.0% below/0.0% below,22.63%/5.06%/9.45%,"0%, 41.59%",5.1 years/1.5 year/4.2 years,2033-05-10/2028-03-22/2032-01-29,6.77%,6.25%,0.52%,1.08,0.33,114.9627/111.4201/109.12/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,60.88/62.2517/95.6649/90.1456/92.5303/85.4202/85.08,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2026-01-30 (Price: 70.78)",No Exit Yet,"0.0%, 0 days","90.0%, Past 20 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 68.01 prior to 2026-01-30,"2026-01-30 (Price: 70.78), 0.0% below",0 days,68.01,No Information,No Information,No Information,No Information,No Information,6.45% above/0.0% below/0.0% below,15.1%/1.97%/6.76%,"10.07%, 26.55%",3.3 years/4.1 months/1.4 year,2030-10-16/2026-07-25/2028-01-28,1.22%,0.78%,0.44%,0.41,-0.09,75.7134/75.5647/82.56/No Horizontal Resistance/67.4663/76.2652/No EMA 200 Target,52.16/45.07/60.1332/51.8814/64.3992/59.5254/63.45,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-01-30 (Price: 330.56)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 311.98 prior to 2026-01-30,"2026-01-30 (Price: 330.56), 0.0% below",0 days,311.98,No Information,No Information,No Information,No Information,No Information,8.78% above/0.0% below/0.0% below,62.44%/8.11%/32.4%,"-0.0%, 49.81%",1 year/5 months/8.7 months,2027-07-05/2026-09-04/2027-02-12,9.53%,10.44%,-0.91%,1.24,0.51,443.2479/437.6614/429.42/No Horizontal Resistance/360.6179/384.2031/No EMA 200 Target,166.0/83.575/291.0528/242.5186/282.2665/239.8242/254.82,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-30 (Price: 183206.4375)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 161124.0 prior to 2026-01-30,"2026-01-30 (Price: 183206.4375), 0.0% below",0 days,161124.0,No Information,No Information,No Information,No Information,No Information,15.17% above/0.0% below/0.0% below,14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-10-16/2027-01-16/2028-10-16,6.15%,6.78%,-0.63%,0.48,0.36,202699.6025/200519.4458/227108.1/No Horizontal Resistance/166057.916/178771.431/No EMA 200 Target,120283.0/96132.0/151418.724/142375.45/170307.301/160387.1315/145736.28,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"GS, Long, 2026-01-30 (Price: 935.41)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 884.0 prior to 2026-01-30,"2026-01-30 (Price: 935.41), 0.0% below",0 days,884.0,No Information,No Information,No Information,No Information,No Information,6.42% above/0.0% below/0.0% below,53.25%/7.0%/28.8%,"-0.0%, 34.98%",2.5 years/4 months/1.1 year,2029-08-25/2026-07-22/2027-08-26,10.95%,5.86%,5.09%,1.01,0.3,1127.169/1204.8081/1283.13/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,303.61/288.555/818.1554/728.9736/782.6791/658.5293/746.9,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"IWM, Long, 2026-01-30 (Price: 259.65)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 247.63 prior to 2026-03-31,"2026-01-30 (Price: 259.65), 0.0% below",0 days,247.63,No Information,No Information,No Information,No Information,No Information,5.48% above/0.0% below/0.0% below,22.48%/22.48%/22.48%,"-0.0%, 49.28%",1 year/1 year/1 year,2027-07-05 (Max),3.33%,4.39%,-1.06%,0.87,0.2,239.0078/318.0193/284.19/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,164.92/162.3167/245.3626/196.8345/247.9708/233.4497/231.28,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2026-01-30 (Price: 106.81)",No Exit Yet,"0.0%, 0 days","85.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 103.4 prior to 2026-01-30,"2026-01-30 (Price: 106.81), 0.0% below",0 days,103.4,No Information,No Information,No Information,No Information,No Information,3.53% above/0.0% below/0.0% below,15.31%/2.34%/9.66%,"3.25%, 39.01%",4.4 years/5 months/1.3 year,2032-05-12/2026-09-04/2027-12-08,1.56%,1.67%,-0.11%,1.06,-0.07,118.7193/117.1278/130.01/No Horizontal Resistance/126.5323/135.6093/No EMA 200 Target,82.93/71.642/102.4808/84.9957/101.0224/96.5746/92.38,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2026-01-30 (Price: 76.99)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 73.2 prior to 2026-03-31,"2026-01-30 (Price: 76.99), 0.0% below",0 days,73.2,No Information,No Information,No Information,No Information,No Information,25.43% above/0.0% below/0.0% below,227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-08-25/2027-12-08/2028-05-13,16.49%,8.5%,7.99%,0.7,0.42,158.8073/199.2732/105.42/No Horizontal Resistance/87.1484/97.3919/No EMA 200 Target,26.66/24.32/73.041/66.9303/70.9884/63.8711/59.57,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
OSCILLATOR DELTA,"LULU, Short, 2026-01-29 (Price: 172.54)",No Exit Yet,"-1.14%, 1 day","100.0%, Past 6 years, 4","Daily, is Confirmed on 2026-01-29",No Cancellation Possible,"2026-01-30 (Price: 174.5), 1.14% above",1 day,179.28,No Information,No Information,No Information,No Information,No Information,No Information,10.36%/5.08%/6.82%,"0.0%, 23.9%",1.6 month/3 days/21 days,2026-04-08/2026-02-02/2026-02-28,11.58%,5.2%,6.38%,2.72,0.08,152.1458/160.7728/156.46/159.855/141.4621/102.1221/No EMA 200 Target,No Recent Maxima/159.855/141.4621/102.1221/No F-Track Level/No F-Track Level/No support,83.33%/18/4 days (Across ALL Assets),62.86%/35/4 days (Across ALL Assets)
DELTADRIFT,"EEM, Short, 2026-01-29 (Price: 60.44)",2026-01-30 (Price: 59.1) (Today),"2.22%, 1 day","80.0%, Past 4 years, 5","Daily, was CONFIRMED on 2026-01-29",Already confirmed,"2026-01-30 (Price: 59.1), 2.22% below",1 day,60.86,No Information,No Information,No Information,No Information,No Information,No Information,1.59%/0.6%/1.14%,"2.94%, 2.47%",13 days/1 day/7 days,2026-02-16/2026-01-30/2026-02-08,4.14%,3.82%,0.32%,0.15,-0.07,57.7988/59.751/58.77/37.485/No F-Stack Support/No F-Stack Support/51.16,No support/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,73.64%/34/7 days (Across ALL Assets),71.84%/103/7 days (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Short, 2026-01-14 (Price: 28.4)",2026-01-28 (Price: 27.69),"2.5%, 14 days","100.0%, Past 6 years, 8","Daily, is Confirmed on 2026-01-14",No Cancellation Possible,"2026-01-30 (Price: 27.95), 1.58% below",16 days,28.6,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-09-09/2026-01-15/2026-03-28,13.31%,5.2%,8.11%,1.61,0.01,26.4006/26.5199/26.46/14.732/No F-Stack Support/No F-Stack Support/24.84,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/4 days (Across ALL Assets),62.86%/35/4 days (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-31 (Price: 14.175)",No Exit Yet,"1.94%, 1 month","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-30 (Price: 13.9), 1.94% below",1 month,15.6175,No Information,No Information,No Information,"50.0% (Price: 13.3475), 4.14% above, Upmove Break Below","2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14 (Max),12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/12.28,No support/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/No EMA 200 Support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-01-30 (Price: 83.49) (Today),"10.95%, 1 month","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-30 (Price: 83.49), 10.95% below",1 month,117.549,No Information,No Information,No Information,"23.66% (Price: 106.2331), 21.41% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Short, 2025-12-24 (Price: 28.54)",2026-01-27 (Price: 27.86),"2.38%, 1.1 month","100.0%, Past 6 years, 8","Daily, is Confirmed on 2025-12-24",No Cancellation Possible,"2026-01-30 (Price: 27.95), 2.07% below",1.2 month,28.44,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-08-19/2025-12-25/2026-03-07,13.31%,5.2%,8.11%,1.61,0.01,26.5308/26.6507/26.59/14.732/No F-Stack Support/No F-Stack Support/24.84,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/4 days (Across ALL Assets),62.86%/35/4 days (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",2026-01-30 (Price: 716.5) (Today),"-10.58%, 2 months","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-01-30 (Price: 716.5), 10.58% above",2 months,656.0,No Information,No Information,No Information,"23.66% (Price: 628.6993), 13.97% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
